analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count
uriini automaat uriinivalguga,,U-uriini_automaat_uriinivalguga,urobilinogeen,-,3
Kliinilise keemia uuringud,,126,fS-Fe(Raud),µmol/l,188
Vereäige mikroskoopia,,B1-Hemo-p,Segmenttuumsed neutrofiilid,%,66
Kasvaja-antigeen CA 125 seerumis (ELFA),,S-CA_125,Kasvaja-antigeen CA 125 seerumis (ELFA) U/ml,U/ml,7
Hematoloogilised uuringud,,171,RDW-CV(Erütrotsüütide suurusjaotuvuse variatsioonikoefitsent),%,8
Kliiniline vere ja glükohemoglobiini analüüs,"",,BASO#,,485
Türeotropiin,,S-TSH,66706 TSH,mlU/L,22
Immuunmeetoditel uuringud,"",,S-iPTH / Parathormoon,,12
Väljast tellitud analüüsid,"",EnteroviirusPCR,Enteroviirus PCR,,2
Uriini uuringud,,2172,U-Ni(Nitritid uriinis),,11
Happe-alus tasakaal,,70953,Gluc,mmol/l,13
Biokeemia labor (haigla),,10452,S2-Glu,mmol/l,18
PAP test,,4307,Gün tsüt uuringu dgn,,3
Vereäige mikroskoopia,,B1-Smear-m,Makrotsütaarsed erütrotsüüdid,-,1
Hematoloogilised uuringud,,5700,WBC(Leukotsüüdid täisverest),10 U/l,50
Puukentsefaliidiviirusevastased IgG-antikehad seerumis,,S1-aTBEG,S1-aTBEG,-,2
Autoimmuundiagnostika,,71585,S-AMA-M2 IgG(M2-tüüpi mitokondrivastane IgG),RU/mL,8
Seroloogilised uuringud,,147231,S-M pneumoniae IgG(Mycoplasma pneumoniae vastane IgG),EIU,22
Seroloogilised uuringud,,1236,Paragripp (ninalimast(Paragripi antigeen ninalimast),,13
Otsene Coombsi test,,B-DAT,B-DAT,-,6
Varicella zoster liikvoris IgG,,CSF-VZV_IgG,CSF-VZV IgG,-,1
Uriini uuringud,,3898,U-UB(Urobilinogeen),µmol/l,4
Uriini analüüs,juhuslik uriin,U-SGErikaal,U-SG Erikaal,,97
Koronarograafia,"",Akeskmine,A keskmine,,1
Raud,,S1-Fe,S1-Fe,-,1
Hemostasiogramm,,P-ATIII-AntitrombiinIII,P-ATIII - Antitrombiin III,,3
D-dimeerid,,P-D-Di,P-D-Di,µg/ml,231
Uriini uuringud,,780,Val,,1
Hematoloogilised uuringud,,2476,B-Diff-LYMPH-ar(Lümfotsüütide absoluutarv),10 l,5
HIV ja hepatiidi uuringud,,69649,HIV Ak+Ag,COI,145
Hematoloogilised uuringud /Tallinna Labo,,921,% Neutrofiilid,%,1
Vere automaatuuring 5-osalise leukogrammiga,,B-CBC+Diff,WBC Leukotsüüdid,10*9/L,1889
Bilirubiin (konjugeeritud) (direktne bilirubiin),,S-Bil-conj,S-Bil-conj,µmol/l,2
Happe-leelis tasakaal,,70383,pH(st)c,,34
immunoglobuliin G,,_IgG,IgG,g/l,4
Mikrobioloogilised uuringud,,7182,Kolistiin(Colistin),,2
Vere automaatuuring 3-osalise leukogrammiga,,B-A3Diff,PLT,10*3mik/l,916
Puukentsefaliidi viiruse vastane IgG,,S-TBEV_IgG,S-TBEV IgG,RU/ml,12
PAP test: Tserv kanal ja portio,,3971,Plasmarakud,,3
"Paneel 2, PCR, emakakaelakanalikaapest",,Cx-Paneel_2-PCR,M. hominis,-,1
"Hemogramm, (mikroskoopia)",,B-Hemo-m,Plasma rakke,.,3
Kliinilise keemia uuringud,,10974,2 tunni päras(2 tunni pärast),mmol/l,1
Hematoloogilised uuringud,,607,1 B-Hb(Hemoglobiin veres),g/l,5
Neisseria gonorrhoeae DNA,,Neisseria_gonorrhoeae,Neisseria gonorrhoeae,-,12
Koorioni gonadotropiin (Immulite XPi),,S-hCG,"Koorioni gonadotropiin, kiiruuring",IU/l,1
Immuunmeetoditel uuringud,seerum,Treponemapallidumvastaneantikehadetiiterseerumis(hema,Treponema pallidum vastane antikehade tiiter seerumis (hema,,2
Uriini uuringud,,1002,AAV1 U-Ket(Ketoonid uriinis),mmol/l,12
Allergia uuringud,,3616,Sarapuu,,14
Hingamisteede bakterid PCR-meetodil kurgukaapest,,Th-Aer-PCR,H.influenzae,-,16
Hematoloogilised uuringud,,19,1 B-Hgb(Hemoglobiin veres),g/l,6
Tupeeritise mikroskoopiline uuring,,Va-Bsk,Grampositiivsed mikroobid,-,7
Mikrobioloogia analüüs,PF - Pleurapunktaat,Leid,Leid,,6
Borrelia burgdorferi DNA bioptaadis,,Bx-Borrelia_PCR,Bx-Borrelia PCR,-,1
Immuunmeetoditel uuringud,"",Candidaantigeenimannaanvastasedantikehadseerumis,Candida antigeeni mannaan vastased antikehad seerumis,,4
Biokeemia analüüs,seerum,fS-Transf(transferriin),fS-Transf (transferriin),,4
Veritsusaeg,,Pt-Ivy,Pt-Ivy,min,4
Immuunmeetoditel uuringud,"",m2/spIgECladosporiumherba,m2 / sp IgE Cladosporium herba,,14
Hematoloogilised uuringud,,2203,%LYMP(Lümfotsüüdid protsent),%,23
Mikrobioloogilised uuringud,,1739,Uc-Aer(Aeroobse mikrofloora külv (kateeteruriinist)),,47
Mikrobioloogia analüüs,WD - <ANONYM id="94" type="per" morph="_S_ sg n"/>,AMSAmpits.sulb.,AMS Ampits.sulb.,,1
Uurea seerumis (kolorimeetria),,S-Urea,Uurea seerumis (kolorimeetria) mmol/l,mmol/l,125
Vere automaatuuring 5-osalise leukogrammiga,,B-CBC+Diff,BASO%,%,1630
Aeroobide uuring kehavedelikust (määratlemata),,Fl-Aer,Aeroobide uuring kehavedelikust,-,1
Biokeemia analüüs,"",fP-apoA1(apolipoproteiinA),fP-apoA1 (apolipoproteiin A),,2
Buprenorfiin uriinis,,U-Bupr,U-Bupr,-,1
Uriini uuring 10-parameetrilise testribaga,,U-Strip,PRO,-,1
Tuumavastased antikehad,,S-aNA,<ANONYM>,-,30
Mikrobioloogia analüüs,BL - <ANONYM id="26" type="per" morph="_S_ sg n"/>,,<ANONYM> Mikroobid,,1
Liikvori uuringud,,11525,CSF-Pro(Liikvori valk),g/l,17
Happe-alustasakaal arteriaalses veres,,aB-pH,pCO2t (kehatemperatuuri järgi parandatud),mmHg,16
Biokeemia labor (haigla),,10464,S2-GG,U/l,1
Türeoidperoksüdaasi vastased antikehad,,S-aTPO_,,IU/mL,8
Villavastane IgE,,S-k20_IgE,S-k20 IgE,kU/L,20
"AB0-veregrupp, RhD antigeen ja otsene antiglobuliintest vastsündinul",,B-AB0-RhD-DAT-n,RhD antigeen,-,1
,,MGRMikroskoopiagrammijärgi,,,2
HIV ja hepatiidi uuringud,,70939,CD4+/CD8,Suhe(Ratio),3
Valkude fraktsioonid seerumis elektroforeetiliselt,,S-Prot_fr,alfa-1globuliin,-,6
Hematoloogilised uuringud,,2200,MC(Keskmine hemoglobiini hulk erütrotsüüdis),pg,23
Mikrobioloogia PCR meetodil,"",AdenovirusDNA,Adenovirus DNA,,1
Kliiniline labor (haigla),,10189,PR,g/l,18
Mikrobioloogia analüüs,UE - Ureetra sekreet,Uuringueesmärk,Uuringu eesmärk,,2
Hematoloogilised uuringud,,2187,WB(Leukotsüüdid täisverest),10 U/l,23
Uriini analüüs 10-parameetriline,,U-Strip,Glükoos,-,1
LTKH allhanked,,72253,S-Ig fKappa(Immuunglobuliini vabad kapaahelad),mg/l,3
"Algmaterjali mikroskoopiline uuring, emakakaelaeritis; UURING TRICHOMONAS",,Cf-PrepG,Mikrofloora,.,8
HBSAG UURING ELISA MEETODIL ÜHE TESTAUGUGA,,S-HBSAG,S-HBSAG,.,9
Borrelia burgdorferi immunoblot analüüs,,S-Borr-immblot,Borrelia burgdorferi IgM immunoblot,-,1
Uriini ribaanalüüs,,U-Strip,pH uriinis,-,20
Kaltsium seerumis (kolorimeetria),,S-Ca,Kaltsium seerumis (kolorimeetria) mmol/l,mmol/l,11
Raud seerumis/plasmas,,"S,P-Fe","S,P-Fe",µmol/l,18
Kliiniline labor,,10149,ülemineku epiteel,,18
Mikrobioloogia analüüs,UC - Kateeter uriin,ETPErtapeneem,ETP Ertapeneem,,1
Suguhormoone siduv globuliin seerumis/plasmas,,"S,P-SHBG","S,P-SHBG",-,1
Seroloogiline analüüs,"",Reesus,Reesus,,673
Günekoloogiline mikroskoopiline uuring,,,Gram-pos. mikrofloora,,28
Mikrobioloogia analüüs,WD - <ANONYM id="31" type="per" morph="_S_ sg n"/>,MTRMetronidazole,MTR Metronidazole,,1
Uurea seerumis/plasmas,,"S,P-Urea",,mmo/l,3
Tsüklilise tsitrulleeritud peptiidi vastane IgG seerumis,,S-CCP_IgG,,,5
Hematoloogilised uuringud,,4588,RD,%,1
LTKH allhanked,,1636,P-ATIII(3. Antitrombiin III plasmas),%,1
Epstein-Barri viiruse vastased IgG-antikehad,,S-EBV_IgG,S-EBV IgG,,7
Bordetella pertussis vastane IgM seerumis,,S-B_pertussis_IgM,S-B pertussis IgM,-,2
PAP test: Emakaõõs,,1661,Soovitused,,1
Mikrobioloogilised uuringud,,518,kolonisatsiooni jälgimine,,1
Immuunmeetoditel uuringud,"",S-TBEIgM/PuukentsefaliidiviirusevastaneIgMseerumis,S-TBE IgM / Puukentsefaliidi viiruse vastane IgM seerumis,,6
Immuunuuringud,,848,Östradiool,pmol/l,1
Immuunmeetoditel uuringud,,S-RPRMittetreponemaalsereagiinivastaneantikehaseerum,S-RPR Mittetreponemaalse reagiini vastane antikeha seerum,,1
Fibrinogeen,,,P-Fibr,G/L,9
Mikrobioloogia analüüs,UR - Keskjoa uriin,,CAZ Tseftazidiim,,5
20 inhalatsiooniallergeeni,,S-inhal.IgE,merisiga,-,10
Vereäige mikroskoopia,,B-Hemo-p,Kepptuumsed neutrofiilid veres %,%,6
Muud uuringud,,2829,Lima,,1
Sarapuupähkli vastane IgE seerumis,,S-f17_IgE,S-f17 IgE,kU/l,32
Uriini uuringud,,7854,"Glükoos(Uriini glükoos, üks parameeter 10 parameetrilisel testribal)",mmol/l,1
Uriini sademe mikroskoopia,,U-Sed-m,,r/vv,6
Happelis-aluseline tasakaal,,vB-HAT,Fl02,%,3
Üldvalk,,TP,TP,g/l,9
Immuunmeetoditel põhinevad uuringud,,72223,fb-hCG MoM,MoM,2
Sademe mikroskoopia - KLPanel,,,,,1
Happe-alus tasakaal,Areteriaalne veri,a/ApO2,a/ApO2,,33
Seente külv (kõrvaeritisest),,Ear-Myc,Ear-Myc,-,1
Vaba türoksiin seerumis,,S-fT4,S-fT4,pmol/l,589
Rooja uuringud,"",Peitveriroojas,Peitveri roojas,,14
Üld immunoglobuliin E,,S-Üld_IgE,S-Üld IgE,U/ml,2
Happe-leelis tasakaal,,70360,MetHb,%,34
Haavaeritisest külv seentele,,Wd-Myc,Wd-Myc,-,2
IgG indeks seljaajuvedelikus ja seerumis,,CSF-IgG-ind,CSF-IgG-ind,-,8
inhal.paneel,,IgE_inhal.20,Alternaria alternata,-,1
Doonorvere sobivusproov,,B-XmB,1. sobivusproov,-,225
Ureaplasma parvum DNA uriinis,,U-Up-PCR,Ureaplasma parvum DNA,-,9
Mikrobioloogia analüüs,WD - <ANONYM id="10" type="per" morph="_S_ sg n"/>,AMPAmpitsilliin,AMP Ampitsilliin,,2
Mikrobioloogilised uuringud,,827,külv,,36
Kreatiini kinaasi MB isoensüümi massi määramine,,S2-CK,S2-CK,ng/ml,2
Epstein-Barri viiruse kapsiidi IgM-antikehad,,S-aEBV-VCAM,VCA p18,-,6
Mikrobioloogilised uuringud,,582,Mikroobi kogus,,230
Tsütoloogilised uuringud,,1332,Segafloora,,52
PAP test,,2384,Lameepiteeli kirjeldus,,1
Allergia testid,"",tsinkdietüülditiokarbamaat(Zinkdiethyldithiocarbamat)1%,tsinkdietüülditiokarbamaat (Zinkdiethyldithiocarbamat) 1%,,2
Biokeemia analüüs,"",dU-ALBAlbumiinööpäevasesuriinis,dU-ALB Albumiin ööpäevases uriinis,,6
HLA B27,,,HLA B27 (Q),,3
Happe-alus tasakaal,Areteriaalne veri,Aniongap(K+),Anion gap (K+),,24
Hematoloogilised uuringud,,621,B-Eo(Eosinofiilide suhtarv),%,1030
mikroalbuminuur,,,,,17
LTKH allhanked,,1531,B-HLA B27(Leukotsüütide pinnaretseptor HLA B27),,3
Kromosoomaberratsioon t(9;22); Philadelphia kromosoom (9;22),,B-t_(9;22),B-t (9;22),-,1
Hematoloogilised uuringud,,615,B-RDW(Er�trots��tide suurusjaotuvus),%,3
B hepatiidi viiruse tuuma vastased antikehad,,S-aHBc,S-aHBc,,1
Liigesevedeliku tsütogramm,,SynF-Diff,LYMPH,%,1
Hemogramm 5-osalise leukogrammiga,,B-CBC+Diff,,10\9/l,3
"Inhaleeritavate allergeenide (paneel 8: Dermatophagoides pteronyssinus, Cladosporium herbarum, kassi epiteel, koera kõõm, kask,",,S-ip8_IgE,,kU/L,1
Mikrobioloogia analüüs,WD - <ANONYM id="0" type="per" morph="_S_ sg n"/>,FEPTsefepiim,FEP Tsefepiim,,1
Hemogramm viieosalise leukogrammiga,,B-CBC-Diff,B-MCHC,g/L,670
Erütrotsüütide settekiirus (Westergreni järgi),,B-ESRw,Erütrotsüütide settekiirus SR,mm/h,11
Neisseria gonorrhoeae PCR meetodil tupeeritisest,,Vag-Ngo-PCR,Vag-Ngo-PCR,-,2
Immuunuuringud,,40417,Türeoglobuliin,ug/L,1
Mikrobioloogia analüüs,BL - <ANONYM id="51" type="per" morph="_S_ sg n"/>,,<ANONYM> Mikroobid,,1
Kliinilise keemia uuringud,,113,S-Bil-conj(Konjugeeritud bilirubiin),µmol/l,72
Kreatiniin seerumis,,S-Crea,S-Crea,mkmol/l,276
Kasvuhormoon seerumis,,S-GH,S-GH,mU/l,16
Peitveri roojas,,St-Hb,peiteveri roojas,-,15
Mikrobioloogia analüüs,PF - Pleurapunktaat,Faaskontrastpreparaat,Faaskontrast preparaat,,3
"M. tuberculosis, külv, rögast",,Sp-Tbc,Sp-Tbc,-,32
Mikrobioloogilised uuringud,,71923,Itrakonasoo,,3
Bordetella pertussis vastane IgG seerumis,,S-B_pertussis_IgG,S-B pertussis IgG,S/CO,4
Peitveri väljaheites,,F-Hb,F-Hb,-,38
Hematoloogilised uuringud,,2700,Monotsüütide %,%,2
Immuunmeetoditel uuringud,seerum,g12/spIgErukisesuhtes,g12 / sp IgE rukise suhtes,,1
Mycoplasma hominis PCR-meetodil emakakanalikaapest,,Cm-Mh-PCR,Cm-Mh-PCR,-,70
B hepatiidi viiruse pinnaantigeen,,S-HBsAg,B hepatiidi viiruse pinaantigeen,COI,1
Uriini uuringud,,779,pH,pH,2
Vitamiin B12 immuunmeetodil,,vit-B12,Vitamiin B12,pmol/l,11
Kliinilise keemia uuringud,,111,fS-Urea 2(Uurea),mmol/l,2
Allergia spetsiifilised uuringud,,71414,karikakar(S-W7-IgE - karikakar),kU/l,1
PCR: Emakakaelakanali kaabe,,44324,Mycoplasma genitalium DNA,,1
Immuunmeetoditel uuringud,seerum,e4/spIgElehmasuhtes,e4 / sp IgE lehma suhtes,,1
Mikrobioloogilised uuringud,,554,B-Aer(Aeroobide uuring verest),,1
Mikrobioloogia analüüs,WD - <ANONYM id="10" type="per" morph="_S_ sg n"/>,Uuringueesmärk,Uuringu eesmärk,,1
Kartsinoembrüonaalne antigeen (CEA),,,S-CEA,µg/l,40
PAP test: Portio,,3358,Silinderepiteeli kirjeldu,,1
Immuunmeetoditel uuringud,"",,Candida albicans DNA RT-PCR meetodil täisverest,,1
Happe-alus tasakaal,,70382,HCO3-c(Vesinikkarbonaadi kontsentratsioon),mmol/l,14
PAP test: ESV,,3434,Neutrofiili,,1
AGA IgA-Gliadiini vastased IgA antikehad,,,AGA IgA (Q),U/mL,7
Hematoloogilised uuringud,,626,#BASO(Basofiilid absoluutarv),/nL,493
Immuunmeetoditel põhinevad uuringud,,147315,S-TG IgG(Türeoglobuliini vastane IgG),IU/ml,3
Mikrobioloogilised uuringud,,2157,Va-My(Seente külv (tupest)),,1
Nakkushaiguste diagnostika,,711,Borrelia IgG,,1
Immuunmeetoditel uuringud,liikvor CSF,CSF-TBEVIgM/PuukentsefaliidiviirusevastaneIgMliikvoris,CSF-TBEV IgM /Puukentsefaliidi viiruse vastane IgM liikvoris,,6
Hingamisteede viroloogilised uuringud,,147199,Adenoviirus (IF mikroskoopia)(Adenoviiruse antigeen),,8
Immunofluorestsents-uuring(1antig),,6838_Immunofluorestsents-uuring(,66712 Parvoviirus IgM,-,1
Hematoloogilised uuringud,,609,7 B-Plt(Trombotsüütide arv),/nL,1
Kliiniline labor,,10173,MCHC,g/l,1193
Viroloogilised uuringud,,45095,C pneumoniae IgM,,1
Hemogramm 5-osalise leukogrammiga,,B-CBC+Diff,HCT,%,97
Uriini analüüs 10-parameetrilise testribaga,,U-Strip,Leukotsüüdid (U),/uL,327
Biokeemilised uuringud,,424,Kreatiniin,mkmol/l,1
"Tsütokiinide,allergeenipaneelide,spetsiifiliste markerite,haigustekitajate uuringudr.immuunmeetodil.",,_Haigustekit._AK_AG,"Tsütokiinide,uuringudr.immuunmeetodil",-,2
Immuunmeetoditel uuringud,"",,CA 125 kasvajamarker,,9
Happe-alustasakaal arteriaalses veres,,aB-pH,"<ANONYM>,c",mmol/l,146
Hemostasiogramm,"",P-vWF-vonWillebrand&apos;ifaktor,,,7
Mittetreponemaalse reagiini vastased antikehad seerumis,,S-RPR,S-RPR,-,7
Kliiniline vereanalüüs,,EO%,EO%,,8
Mikrobioloogilised uuringud,,59922,Klindamütsii(Klindamütsiin),,1
AOS,,AOS,<ANONYM>,mg/l,11
Ekstraheeritavate tuuma- ja tsütoplasmaantigeenide vastased antikehad,,S-aENA,aJo-1,-,1
Mikrobioloogilised uuringud,,59839,Josamütsii(Josamütsiin),,2
Koprogramm ehk rooja lihtuuring,,St-Copro,Konsistents,-,18
Hematoloogilised uuringud,,3,B-Diff-LYMPH-%(Lümfotsüütide protsent),%,7
Hematoloogilised uuringud,,20,1 E-MCH(Keskmine hemoglobiinihulk erütrotsüüdis),pg,6
Kliiniline vere ja glükohemoglobiini analüüs,"",,B-HbA1c (glükohemoglobiin),,188
Kliiniline labor,,10170,RDW-CW,fL,1193
Immuunmeetoditel uuringud,seerum,k80/spIgEformaldehüüdisuh,k80 / sp IgE formaldehüüdi suh,,4
Uurea seerumis,,S-Urea ,S-Urea,mmol/L,4
B hepatiidi viiruse pinnaantigeen,,S-HBsAg,S-HBsAg,-,83
Mikrobioloogia labor (haigla),,40003,Amoxicillin/Clavulanic aci,,1
Mikrobioloogia PCR meetodil,"",ChlamydophilapneumoniaeDNA,Chlamydophila pneumoniae DNA,,9
"HLT, elektrolüüdid",,1650,pH(happe-aluse tasakaal),,6
Immuunuuringud,,1991,BNP,pg/ml,18
Autoimmuundiagnostika,,147153,Hu,,2
Biokeemia analüüs,täisveri,fS-Fe(raud),fS-Fe (raud),,1
Antisreptolüsii,,,,,6
"Borrelia burgdorferi vastane IgG indeks, liikvori ja seerumi suhe",,CSF/S-B_burgdorferi_IgG_ind,CSF/S-B burgdorferi IgG ind,-,11
Ravimitundlikkuse määramine emakakaelakaapes,,Cm-Ravimitundlikuse_määramine,Clindamycin,-,1
Kliiniline vereanalüüs,"",MONO#(monotsüütidearv),MONO# (monotsüütide arv),,1180
"Campylobacter sp. IgG antikehad ELISA meetodil,seerumist",,S-aCamp-G,Campylobacter sp. IgG antikehad,-,1
Mikrobioloogilised uuringud,,1850,"U-Ctr-PCR(Chlamydia trachomatis, PCR (esmajoauriinist))",,2
Mikrobioloogilised uuringud,,59890,Klaritromütsiin(Klaritromütsiin),,1
Mikrobioloogia analüüs,BR - Bronhiaalaspiraat,FLUFlukonasool,FLU Flukonasool,,2
Lihtherpeseviiruse 1. ja 2. tüüpi DNA liikvoris,,"CSF-HSV_1,2",Lihtherpeseviiruse 1. DNA,-,1
Mikrobioloogia labor (haigla),,30142,Nitrofurantoii,,12
Mikrobioloogilised uuringud,,551,Apitsillii,,37
Seroloogilised uuringud,,71432,CSF-B burgdorferi IgG(Borrelia burgdorferi vastane IgG liikvoris),S/CO,6
Vitamiin D (25-OH) seerumis,,S-"VitD(25-OH),S-"VitD(25-OH),nmol/l,259
VÄL,,44576,Gamma-globuliin,g/l,16
HSV1 IgG(Q),,,HSV1 IgG(Q),IU/mL,3
Süsteemsete sidekoehaigustega seotud IgG seerumis,,S-ENA_(panel),Tsentromeer B vastane IgG seerumis,-,43
Glükoosi taluvuse test (suukaudne) plasmast,,P-GTT,,mmol/l,2
Seroloogiline analüüs,"",Antikehad3erütrotsüüdiga66404,Antikehad 3 erütrotsüüdiga 66404,,29
Nakkushaiguste diagnostika,,923,"HIV 1,2 Ag + A",,1
Liikvori analüüs,,CSF-PMN%,CSF-PMN%,,5
Mikrobioloogilised uuringud,,146025,Piperatsilliin/tasobaktaam,,1
Seente DNA veres (real-time PCR-meetodil),,B-Fungi_DNA,C.tropicalis,-,45
Vereäige mikroskoopiline uuring,,B-Hemo-m,Monotsüüdid,%,96
Mikrobioloogilised uuringud,,1791,"Pss-Anaer(Anaeroobse mikrofloora külv (mädast, süstlaga))",,1
MP1 spetsiifiline IgE allergeenide segu suhtes,,S2-mp1_IgE,"IgE mp1( penicillium notatum, cladosporium herbatum, aspergilus fumigatus, candi",kU/L,22
Kliiniline labor,,10032,B2-ESRw,mm/t,28
"CD4+, CD8+ lümfotsüütide arv ja suhe, täisverest voolutsütomeetriliselt",,B-CD4+/CD8+,CD4+,-,4
VÄL,,44694,Neutrofiilide düsplastiline morfoloogia,,1
Hematoloogilised uuringud,,4592,PD,%,1
Beeta2-mikroglobuliin,,S-Beeta_-_2_mikroglobuliin,S-Beeta - 2 mikroglobuliin,-,1
Vere automaatuuring 5-osalise leukogrammiga,,B1-A5Diff,NEUT Neutrofiilide absoluutarv,10*9/L,97
Biokeemilised uuringud,,399,B-Gluc 10,mmol/l,1
"Troponiin T, kardiaalne",,S-cTnT,S-cTnT,ng/l,109
Spetsifiline IgE D.pteronyssinus,,S-IgE-D1,S-IgE-D1,kU/L,8
Biokeemia labor (haigla),,4731,"Bilirubiin, üldin",mkmol/l,3
Happe-leelis tasakaal,,71691,RHb,%,2
Immuunmeetoditel uuringud,"",,t3 / sp IgE kase suhtes,,1
Vere automaatuuring 5-osalise leukogrammiga X,,B-CBC+Diff,,10^12/l,1
Männi õietolmu vastane IgE seerumis,,S-t16_IgE,S-t16 IgE,kU/l,15
Hematoloogilised ja uriini uuringud,,11125,EO%(EO%),%,3
E-hepatiidi viiruse vastane IgG seerumis,,S-HEV_IgG,S-HEV IgG,-,1
Kasvaja-antigeen CA 15-3 seerumis (ELFA),,S-CA_15-3,Kasvaja-antigeen CA 15-3 seerumis (ELFA) U/ml,U/ml,3
Kliiniline vereanalüüs,"",GR,GR,,1
Inimese immuunpuudulikkuse 1 ja2 viiruste vastased antikehad,,S-aHIV1/2,S-aHIV1/2,-,1
Autoimmuundiagnostika,,71616,Katepsiin G,S/CO,30
"Allergiapaneel, spetsiifiliste IgE antikehade määramine (immunoblot), vereseerumist",,S-IgE-Spec-3,Kaseiin,-,4
S-Anti-Streptolüsiin O,,,,,5
Aeroobide uuring emakakaelaeritisest,,Cf-Aer,Cf-Aer,.,9
Immuunmeetoditel uuringud,"",S-iPTH/Parathormoon,S-iPTH / Parathormoon,,127
SS-A/Ro vastane IgG seerumis (ENA IgG paneel),,S-SSA/Ro_IgG,S-SSA/<ANONYM> IgG,-,1
Glükoosi taluvuse test plasmast,,P-GTT,2 tunni pärast,mmol/L,1
Kliiniline vereanalüüs,"",BASO#(basofiilidearv),BASO# (basofiilide arv),,1180
"Maksa autoimmuunhaigustega seotud autoantikehade uuring seerumist IF meetodil (ANA, AMA, ASMA,LKMA)",,S-Liver-IF,LKMA,-,13
Epstein-Barri viiruse kapsiidi IgG-antikehad,,S-aEBV-VCAG,EBNA-1 (T2),-,6
Hemogramm viieosalise leukogrammiga,,B-CBC-5Diff,Pct,%,4911
Happe-alus tasakaal,Areteriaalne veri,,Shunt,,36
HDL-kolesterool,,S-HDL-Chol,S-HDL-Chol,mmol/L,413
Allergia testid,,maasikas,maasikas,,1
Happe-alus tasakaal arteriaalsest verest,,aB-pH,pCO2,mmHg,14
Hematoloogilised uuringud,,617,4 B-MPV(Trombotsüütide keskmine maht),fL,2
Biokeemia analüüs,,S-IgA(immuunglobuliinA),S-IgA (immuunglobuliin A),,4
Valk uriinis,,U-Prot,U-Prot,g/l,190
Aktiveeritud osalise tromboplastiini aeg,,P-APTT,,sek,2
Hematoloogilised uuringud,,42,Basofiil,%,8
Mikrobioloogilised uuringud,,825,külv,,4
Mikrobioloogia analüüs,FL - Vedelik,VANVankomütsiin,VAN Vankomütsiin,,1
Uriini sademe mikroskoopia,,U-sedim-suprav,- kusihape,-,2
Immunoloogilised uuringud,,2471,S-CA 19-9,kU/l,14
Kreatiniin seerumis,,S-Crea,S-Crea,umol/L,4649
"Tolmuallergeenide (paneel 1: majatolm, Dermatophagoides pteronyssinus, Dermathophagoides farinae, tarakan) vastane IgE",,S-hp1_IgE,,kU/L,1
Uriini analüüs 10-parameetrilise testribaga,,U-Strip,Uriini valk,g/l,361
Hematoloogilised uuringud,,1234,Neutrofiilide,%,13
Mikrobioloogilised uuringud,,144263,Gentamütsiin,,11
Mikrobioloogia analüüs,UC - Kateeter uriin,,FTX Tsefotaksiim,,2
Punktaadi analüüs,"",SynF-PMN,SynF - PMN,,2
Nakkushaiguste diagnostika,,1477,Parvoviirus B 19 IgM,,1
Vere automaatuuring leukogrammita X,,B-CBC,MCHC,g/L,30
Neutrofiilide tsütoplasma vastased antikehad,,S-ANCA,S-ANCA,,14
Mikrobioloogia analüüs,BR - Bronhiaalaspiraat,VANVankomütsiin,VAN Vankomütsiin,,1
Immuunmeetoditel uuringud,"",Candidaantigeenmannaanseerumis,Candida antigeen mannaan seerumis,,4
Mikrobioloogilised uuringud,,473,F-Shi(Shigella uuring välajheitest),,1
Erütrotsüütide settekiirus,,B-ESR,B-ESR,mm/t,188
Uriini sademe mikroskoopia,,U-Sed-m,Leukotsüüdid,-,33
Hemogramm viieosalise leukogrammiga,,B-CBC-Diff,B-NRBC%,/100WBC,53
patol.täisveri,,B-patol.täisveri,MPV,fl,68
Immuunglobuliin M,,S-IgM,S-IgM,g/L,30
Uriini uuringud,,1014,AAV1 2 U-Nit(Nitritid uriinis),,1
Happe-alus tasakaal,Areteriaalne veri,Karboksühemoglobiin,Karboksühemoglobiin,,89
Glukoosi profiil kapilaarses veres,,cB-Gluc-Profiil,Gluc.-19:00,mmol/L,10
Kliinilise keemia uuringud,,1138,S-K 11(Kaalium),mmol/l,1
Kappa ja lambda vabad kergahelad uriinis,,U-f-kappa/lambda,U-f-kappa,mg/l,5
INR,,,,,134
Kliiniline vereanalüüs,"",Vereäigemikroskoopia,Vereäige mikroskoopia,,420
Hemogramm viieosalise leukogrammiga,,vB-CBC-5Diff,MCV,fl,1
Kliiniline labor (haigla),,10086,Monotsüüdi,%,1
Vereäige mikroskoopia,,B-Smear-m,Plasmarakud,%,48
Hematoloogilised uuringud,,16,B-RBC(Erütrotsüütide üldarv),10 l,7
Mikrobioloogilised uuringud,,145406,Mikroobi kogus,,1
Immuunmeetodi uuringud,,2109,ANA,U,6
Allergeenspetsiifilised IgE antikehad seerumis,,S-Toidu_allerg._IgE,Munakollane,IU/ml,22
Mikrobioloogilised uuringud,,58685,Erütromütsiin(Erütromütsiin),,1
Hematoloogilised uuringud,,4599,Eosinofiilide abs arv,x 10 9/L,14
PAP test,,4287,Mikrofloora,,1
S-Crea,,,,,22
Uriini uuringud,,769,põie ep,,244
IgE Immuunglobuliin E seerumis,,S-IgE,Immuunglobuliin E seerumis,IU/ml,13
Vere automaatuuring 3-osalise leukogrammiga,,B-A3Diff,HGB,g/dl,1966
