analysis_name,t_lyhend,t_nimetus,kasutatav_nimetus,loinc_code,substrate,evidence
PNH paneel (voolutsütomeetria),PNH panel Fc,Paroksüsomaalse nokturnaalse hemoglobinuuria paneel (voolutsütomeetria),PNH paneel (voolutsütomeetria),55164-8,Bld,kasutatav_nimetus
PNH panel Fc,PNH panel Fc,Paroksüsomaalse nokturnaalse hemoglobinuuria paneel (voolutsütomeetria),PNH paneel (voolutsütomeetria),55164-8,Bld,t_lyhend
PNMA2 Ab paneel,"S,P-PNMA2 Ab panel",PNMA2 (paraneoplastiline antigeen MA2) vastased antikehad seerumis/plasmas (paneel),PNMA2 Ab paneel,L-4288,,kasutatav_nimetus
PNMA2 (paraneoplastiline antigeen MA2) vastased antikehad seerumis/plasmas (paneel),"S,P-PNMA2 Ab panel",PNMA2 (paraneoplastiline antigeen MA2) vastased antikehad seerumis/plasmas (paneel),PNMA2 Ab paneel,L-4288,,t_nimetus
Pompe tõve paneel vereplekist,BS-Pompe Disease panel,Pompe tõve paneel vereplekist,Pompe tõve paneel vereplekist,63414-7,Bld,kasutatav_nimetus
Porfüüria markerid uriinis (paneel),U-Porphyria panel,Porfüüria markerid uriinis (paneel),Porfüüria paneel uriinis,L-4296,,t_nimetus
Porfüüria markerid ööpäevases uriinis (paneel),dU-Porphyria panel,Porfüüria markerid ööpäevases uriinis (paneel),Porfüüria paneel ööpäevases uriinis,L-4297,,t_nimetus
Porfüüria paneel uriinis,U-Porphyria panel,Porfüüria markerid uriinis (paneel),Porfüüria paneel uriinis,L-4296,,kasutatav_nimetus
Porfüüria paneel ööpäevases uriinis,dU-Porphyria panel,Porfüüria markerid ööpäevases uriinis (paneel),Porfüüria paneel ööpäevases uriinis,L-4297,,kasutatav_nimetus
P-PT-INR,P-PT-INR,Protrombiini aeg plasmas,PT-INR,L-178,,t_lyhend
P-PT-INR QC panel,P-PT-INR QC panel,Protrombiini aeg plasmas (paneel kvaliteedikontrolliks),PT-INR QC paneel,L-4859,,t_lyhend
PrcF-Cells,PrcF-Cells,Perikardivedeliku tsütoos,Perikardivedeliku tsütoos,L-2756,,t_lyhend
PrcF-Diff,PrcF-Diff,Perikardivedeliku tsütogramm,Perikardivedeliku tsütogramm,L-925,,t_lyhend
PrcF-Diff a,PrcF-Diff a,Perikardivedeliku tsütogramm (analüsaator),Perikardivedeliku tsütogramm analüsaatoril,L-924,,t_lyhend
Protrombiini aeg kapillaarveres (POCT),cB-PT-INR POCT,Protrombiini aeg kapillaarveres (POCT),PT-INR kapillaarveres (POCT),L-3167,,t_nimetus
Protrombiini aeg plasmas,P-PT,Protrombiini aeg plasmas,Protrombiini aeg,5902-2,PPP,t_nimetus
Protrombiini aeg plasmas,P-PT-INR,Protrombiini aeg plasmas,PT-INR,L-178,,t_nimetus
Protrombiini aeg plasmas (paneel kvaliteedikontrolliks),P-PT-INR QC panel,Protrombiini aeg plasmas (paneel kvaliteedikontrolliks),PT-INR QC paneel,L-4859,,t_nimetus
PrtF-Cells,PrtF-Cells,Kõhuõõnevedeliku tsütoos,Kõhuõõnevedeliku tsütoos,L-2149,,t_lyhend
PrtF-Diff,PrtF-Diff,Kõhuõõnevedeliku tsütogramm,Kõhuõõnevedeliku tsütogramm,29581-6,Periton fld,t_lyhend
PrtF-Diff a,PrtF-Diff a,Kõhuõõnevedeliku tsütogramm (analüsaator),Kõhuõõnevedeliku tsütogramm analüsaatoril,34558-7,Periton fld,t_lyhend
PrtF panel,PrtF panel,Kõhuõõnevedeliku põhiuuring (paneel),Kõhuõõnevedeliku põhiuuring,L-4498,,t_lyhend
Pt-Grav II trim,Pt-Grav II trim,Sünnieelne kromosoomihaiguste riskihinnang II trimestril,Sünnieelne kromosoomihaiguste riskihinnang II trimestril,49085-4,^Patient,t_lyhend
Pt-Grav I trim,Pt-Grav I trim,Sünnieelne kromosoomihaiguste riskihinnang I trimestril,Sünnieelne kromosoomihaiguste riskihinnang I trimestril,49086-2,^Patient,t_lyhend
PT-INR,P-PT-INR,Protrombiini aeg plasmas,PT-INR,L-178,,kasutatav_nimetus
PT-INR kapillaarveres (POCT),cB-PT-INR POCT,Protrombiini aeg kapillaarveres (POCT),PT-INR kapillaarveres (POCT),L-3167,,kasutatav_nimetus
PT-INR QC paneel,P-PT-INR QC panel,Protrombiini aeg plasmas (paneel kvaliteedikontrolliks),PT-INR QC paneel,L-4859,,kasutatav_nimetus
Putukamürgi IgE paneel (immunoblot),"S,P-Insect venoms IgE panel IB","Putukamürgivastane IgE seerumis/plasmas (paneel, immunoblot)",Putukamürgi IgE paneel (immunoblot),L-4653,,kasutatav_nimetus
"Putukamürgivastane IgE seerumis/plasmas (paneel, immunoblot)","S,P-Insect venoms IgE panel IB","Putukamürgivastane IgE seerumis/plasmas (paneel, immunoblot)",Putukamürgi IgE paneel (immunoblot),L-4653,,t_nimetus
Putukamürkide allergia pakett,"S,P-Putukamürkide allergia pakett",Putukamürkide allergia pakett,Putukamürkide allergia pakett,L-3825,,t_nimetus
"Põletikuliste soolehaigustega seotud IgA, IgG seerumis/plasmas (paneel, kaudne immunofluorestents)","S,P-Colon IgAG panel IIF","Põletikuliste soolehaigustega seotud IgA, IgG seerumis/plasmas (paneel, kaudne immunofluorestents)","Soolehaiguste IgA, IgG paneel (IIF)",L-2977,,t_nimetus
Pärilik hemokromatoos - HFE geeni p.C282Y ja p.H63D mutatsioonide paneel,"B-HFE p.C282Y, p.H63D panel",Pärilik hemokromatoos - HFE geeni p.C282Y ja p.H63D mutatsioonid (paneel),Pärilik hemokromatoos - HFE geeni p.C282Y ja p.H63D mutatsioonide paneel,L-1403,,kasutatav_nimetus
Pärilik hemokromatoos - HFE geeni p.C282Y ja p.H63D mutatsioonid (paneel),"B-HFE p.C282Y, p.H63D panel",Pärilik hemokromatoos - HFE geeni p.C282Y ja p.H63D mutatsioonid (paneel),Pärilik hemokromatoos - HFE geeni p.C282Y ja p.H63D mutatsioonide paneel,L-1403,,t_nimetus
Pärilik rinna- ja munasarjavähk - BRCA1 ja BRCA2 geenide mutatsioonide paneel,B-BRCA1/2 mut panel,Pärilik rinna- ja munasarjavähk - BRCA1 ja BRCA2 geenide mutatsioonid (paneel),Pärilik rinna- ja munasarjavähk - BRCA1 ja BRCA2 geenide mutatsioonide paneel,L-2566,,kasutatav_nimetus
Pärilik rinna- ja munasarjavähk - BRCA1 ja BRCA2 geenide mutatsioonid (paneel),B-BRCA1/2 mut panel,Pärilik rinna- ja munasarjavähk - BRCA1 ja BRCA2 geenide mutatsioonid (paneel),Pärilik rinna- ja munasarjavähk - BRCA1 ja BRCA2 geenide mutatsioonide paneel,L-2566,,t_nimetus
Rasvhapete pakett,B-Rasvhapete pakett,Rasvhapete pakett,Rasvhapete pakett,L-3787,,t_nimetus
Ravimtundlikkuse paneel LIN,Is-LIN panel,Tuberkuloositekitajate ravimtundlikkuse paneel LIN,Ravimtundlikkuse paneel LIN,L-2777,,kasutatav_nimetus
Ravimtundlikkuse paneel PZA,Is-PZA panel,Tuberkuloositekitajate ravimtundlikkuse paneel PZA,Ravimtundlikkuse paneel PZA,L-2775,,kasutatav_nimetus
Ravimtundlikkuse paneel reservrida,Is-Reserve panel,Tuberkuloositekitajate ravimtundlikkuse paneel reservrida,Ravimtundlikkuse paneel reservrida,L-2776,,kasutatav_nimetus
Ravimtundlikkuse paneel SIRE,Is-SIRE panel,Tuberkuloositekitajate ravimtundlikkuse paneel SIRE,Ravimtundlikkuse paneel SIRE,L-2774,,kasutatav_nimetus
Retikulotsüüdid (paneel),B-Ret panel,Retikulotsüüdid (paneel),Retikulotsüütide paneel,L-98,,t_nimetus
Retikulotsüütide paneel,B-Ret panel,Retikulotsüüdid (paneel),Retikulotsüütide paneel,L-98,,kasutatav_nimetus
"Rh fenotüübi, K antigeeni paneel","B-Rh phenotype, K Ag panel","Rh fenotüüp, K antigeen (paneel)","Rh fenotüübi, K antigeeni paneel",L-5217,,kasutatav_nimetus
"Rh fenotüüp, K antigeen (paneel)","B-Rh phenotype, K Ag panel","Rh fenotüüp, K antigeen (paneel)","Rh fenotüübi, K antigeeni paneel",L-5217,,t_nimetus
Rickettsia Ab paneel,"S,P-Rickettsia Ab panel",Rickettsia-vastased antikehad serumis/plasmas (paneel),Rickettsia Ab paneel,L-5243,,kasutatav_nimetus
Rickettsia-vastased antikehad serumis/plasmas (paneel),"S,P-Rickettsia Ab panel",Rickettsia-vastased antikehad serumis/plasmas (paneel),Rickettsia Ab paneel,L-5243,,t_nimetus
S-Aflatoxin panel,S-Aflatoxin panel,"Aflatoksiinid (B1, B2, G1, G2) seerumis (paneel)",Aflatoksiinide paneel,L-5014,,t_lyhend
"Sagedasemad allergeenid laste seerumis/plasmas (paneel, immunoblot)","S,P-Pediatric IgE panel IB","Sagedasemad allergeenid laste seerumis/plasmas (paneel, immunoblot)",Sagedasemate allergeenide paneel lastele (immunoblot),L-4976,,t_nimetus
Sagedasemate allergeenide paneel lastele (immunoblot),"S,P-Pediatric IgE panel IB","Sagedasemad allergeenid laste seerumis/plasmas (paneel, immunoblot)",Sagedasemate allergeenide paneel lastele (immunoblot),L-4976,,kasutatav_nimetus
Sandfly palaviku viiruste Ab paneel,S-SFV Ab panel,Sandfly palaviku viiruste vastased antikehad seerumis (paneel),Sandfly palaviku viiruste Ab paneel,L-4807,,kasutatav_nimetus
Sandfly palaviku viiruste vastased antikehad seerumis (paneel),S-SFV Ab panel,Sandfly palaviku viiruste vastased antikehad seerumis (paneel),Sandfly palaviku viiruste Ab paneel,L-4807,,t_nimetus
S-Archival serum panel,S-Archival serum panel,Seerumid seerumpanka (paneel),Seerumid seerumpanka (paneel),L-4875,,t_lyhend
S-C1-C9 screen panel,S-C1-C9 screen panel,Komplemendi süsteemi sõeluuring seerumis (paneel),Komplemendi süsteemi sõeluuringu paneel,74519-0,Bld,t_lyhend
Schistosoma Ab paneel,"S,P-Schistosoma Ab panel",Schistosoma-vastased antikehad seerumis/plasmas (paneel),Schistosoma Ab paneel,L-5228,,kasutatav_nimetus
Schistosoma-vastased antikehad seerumis/plasmas (paneel),"S,P-Schistosoma Ab panel",Schistosoma-vastased antikehad seerumis/plasmas (paneel),Schistosoma Ab paneel,L-5228,,t_nimetus
Seente DNA paneel,XXX-Fungal DNA panel,Seente DNA (paneel),Seente DNA paneel,L-3440,,kasutatav_nimetus
Seente DNA (paneel),XXX-Fungal DNA panel,Seente DNA (paneel),Seente DNA paneel,L-3440,,t_nimetus
Seerumid seerumpanka (paneel),S-Archival serum panel,Seerumid seerumpanka (paneel),Seerumid seerumpanka (paneel),L-4875,,t_nimetus
Sem-Autoimmune reaction panel,Sem-Autoimmune reaction panel,Autoimmuunreaktsioon spermas (paneel),Autoimmuunreaktsiooni paneel spermas,L-2203,,t_lyhend
Sem-Microscopy panel,Sem-Microscopy panel,Sperma mikroskoopia (paneel),Sperma mikroskoopia,L-2694,,t_lyhend
Sem-Morphology panel,Sem-Morphology panel,Spermatosoidide morfoloogia (paneel),Spermatosoidide morfoloogia paneel,48812-2,Semen,t_lyhend
Sem-Motility panel,Sem-Motility panel,Spermatosoidide liikuvus (paneel),Spermatosoidide liikuvuse paneel,4463-6,Semen,t_lyhend
SemP-Biochem panel,SemP-Biochem panel,"Biokeemiliste analüüside paneel seminaalplasmas (tsink, fruktoos, alfaglükosidaas)",Biokeemiliste analüüside paneel seminaalplasmas,L-3878,,t_lyhend
Sem-Test panel,Sem-Test panel,Sperma analüüside paneel,Sperma analüüside paneel,L-3494,,t_lyhend
Sepsisetekitajate bakterite DNA paneel,B-SepsisBac DNA panel,Sepsisetekitajate bakterite DNA veres (paneel),Sepsisetekitajate bakterite DNA paneel,L-4046,,kasutatav_nimetus
Sepsisetekitajate bakterite DNA veres (paneel),B-SepsisBac DNA panel,Sepsisetekitajate bakterite DNA veres (paneel),Sepsisetekitajate bakterite DNA paneel,L-4046,,t_nimetus
Shigella flexneri 1-6 Ab tiitri paneel,"S,P-S flexneri 1-6 Ab titr panel",Shigella flexneri serotüüpide 1-6 vastaste antikehade tiiter seerumis/plasmas (paneel),Shigella flexneri 1-6 Ab tiitri paneel,L-3283,,kasutatav_nimetus
Shigella flexneri serotüüpide 1-6 vastaste antikehade tiiter seerumis/plasmas (paneel),"S,P-S flexneri 1-6 Ab titr panel",Shigella flexneri serotüüpide 1-6 vastaste antikehade tiiter seerumis/plasmas (paneel),Shigella flexneri 1-6 Ab tiitri paneel,L-3283,,t_nimetus
S-HLA Ab screen panel xMAP,S-HLA Ab screen panel xMAP,"HLA antikehade sõeluuring seerumis (paneel, xMAP)",HLA Ab sõeluuringu paneel (xMAP),L-4985,,t_lyhend
Siaalhape uriinis (paneel),U-Sialate panel,Siaalhape uriinis (paneel),Siaalhappe paneel uriinis,L-3210,,t_nimetus
Siaalhappe paneel uriinis,U-Sialate panel,Siaalhape uriinis (paneel),Siaalhappe paneel uriinis,L-3210,,kasutatav_nimetus
Skeletilihaskoe elektronmikroskoopia paneel,Tis-Muscle-em panel,Skeletilihaskoe elektronmikroskoopia (paneel),Skeletilihaskoe elektronmikroskoopia paneel,L-5334,,kasutatav_nimetus
Skeletilihaskoe elektronmikroskoopia (paneel),Tis-Muscle-em panel,Skeletilihaskoe elektronmikroskoopia (paneel),Skeletilihaskoe elektronmikroskoopia paneel,L-5334,,t_nimetus
Skin-KOH-m panel,Skin-KOH-m panel,Nahakaape mikroskoopia (kaaliumhüdroksiid) paneel,Nahakaape mikroskoopia (KOH),L-5337,,t_lyhend
S-Last sooviva naise nakkush pakett,S-Last sooviva naise nakkush pakett,Last sooviva naise nakkushaiguste pakett,Last sooviva naise nakkushaiguste pakett,L-5270,,t_lyhend
S-Lp panel,S-Lp panel,Lipoproteiinid seerumis (paneel),Lipoproteiinide paneel,L-5254,,t_lyhend
S-Monoclon-Ig panel,S-Monoclon-Ig panel,Monoklonaalsed immuunglobuliinid seerumis (paneel),Monoklonaalsed immuunglobuliinid seerumis,29586-5,Bld,t_lyhend
Soolebakterite DNA laiendatud paneel roojas,St-EntericBac DNA panel broad,Soolebakterite DNA roojas (laiendatud paneel),Soolebakterite DNA laiendatud paneel roojas,L-4994,,kasutatav_nimetus
Soolebakterite DNA paneel roojas,St-EntericBac DNA panel,Soolebakterite DNA roojas (paneel),Soolebakterite DNA paneel roojas,L-3443,,kasutatav_nimetus
Soolebakterite DNA roojas (laiendatud paneel),St-EntericBac DNA panel broad,Soolebakterite DNA roojas (laiendatud paneel),Soolebakterite DNA laiendatud paneel roojas,L-4994,,t_nimetus
Soolebakterite DNA roojas (paneel),St-EntericBac DNA panel,Soolebakterite DNA roojas (paneel),Soolebakterite DNA paneel roojas,L-3443,,t_nimetus
"Soolehaiguste IgA, IgG paneel (IIF)","S,P-Colon IgAG panel IIF","Põletikuliste soolehaigustega seotud IgA, IgG seerumis/plasmas (paneel, kaudne immunofluorestents)","Soolehaiguste IgA, IgG paneel (IIF)",L-2977,,kasutatav_nimetus
Sooleparasiitide DNA paneel roojas,St-EntericParasite DNA panel,Sooleparasiitide DNA roojas (paneel),Sooleparasiitide DNA paneel roojas,L-5000,,kasutatav_nimetus
Sooleparasiitide DNA roojas (paneel),St-EntericParasite DNA panel,Sooleparasiitide DNA roojas (paneel),Sooleparasiitide DNA paneel roojas,L-5000,,t_nimetus
"Soolepatogeenide (Salmonella, Shigella, Campylobacter) külvi paneel",XXX-EntericBact culture panel,"Soolepatogeenide (Salmonella, Shigella, Campylobacter) külv (paneel)","Soolepatogeenide (Salmonella, Shigella, Campylobacter) külvi paneel",L-4984,,kasutatav_nimetus
"Soolepatogeenide (Salmonella, Shigella, Campylobacter) külv (paneel)",XXX-EntericBact culture panel,"Soolepatogeenide (Salmonella, Shigella, Campylobacter) külv (paneel)","Soolepatogeenide (Salmonella, Shigella, Campylobacter) külvi paneel",L-4984,,t_nimetus
"Soolepatogeenide (Salmonella, Shigella, Campylobacter, Yersinia) külvi paneel kõhulahtisuse korral",XXX-EntericBact (diarr) culture panel,"Soolepatogeenide (Salmonella, Shigella, Campylobacter, Yersinia) külv  kõhulahtisuse korral (paneel)","Soolepatogeenide (Salmonella, Shigella, Campylobacter, Yersinia) külvi paneel kõhulahtisuse korral",L-4983,,kasutatav_nimetus
"Soolepatogeenide (Salmonella, Shigella, Campylobacter, Yersinia) külv  kõhulahtisuse korral (paneel)",XXX-EntericBact (diarr) culture panel,"Soolepatogeenide (Salmonella, Shigella, Campylobacter, Yersinia) külv  kõhulahtisuse korral (paneel)","Soolepatogeenide (Salmonella, Shigella, Campylobacter, Yersinia) külvi paneel kõhulahtisuse korral",L-4983,,t_nimetus
"S,P-40+ mehe lisapakett","S,P-40+ mehe lisapakett",40+ mehe lisapakett,40+ mehe lisapakett,L-3540,,t_lyhend
"S,P-50+ naise lisapakett","S,P-50+ naise lisapakett",50+ naise lisapakett,50+ naise lisapakett,L-3539,,t_lyhend
"S,P-Adalimumab, Adalimumab Ab panel","S,P-Adalimumab, Adalimumab Ab panel",Adalimumab ja Adalimumabi-vastased antikehad seerumis/plasmas (paneel),Adalimumab (Humira) ja Adalimumab Ab paneel,L-3640,,t_lyhend
"S,P-AGA IgAG panel","S,P-AGA IgAG panel",Gliadiinivastased IgA ja IgG seerumis/plasmas (paneel),"AGA IgA, IgG paneel",57776-7,Bld,t_lyhend
"S,P-Alcohol surrogates","S,P-Alcohol surrogates",Alkoholi surrogaadid seerumis/plasmas,Alkoholi surrogaadid plasmas,L-3681,,t_lyhend
"S,P-Alcohol surrogates (G)","S,P-Alcohol surrogates (G)",Alkoholi surrogaadid (glükoolid) seerumis/plasmas,Alkoholi surrogaadid (glükoolid),L-2867,,t_lyhend
"S,P-Alkoholi mõju pakett","S,P-Alkoholi mõju pakett",Alkoholi mõju pakett,Alkoholi mõju pakett,L-5222,,t_lyhend
"S,P-AMPA1, AMPA2 IgG panel","S,P-AMPA1, AMPA2 IgG panel",AMPA1- ja AMPA2-vastane IgG seerumis/plasmas (paneel),"AMPA1, AMPA2 IgG paneel",L-4542,,t_lyhend
"S,P-ANA IgG panel IIF","S,P-ANA IgG panel IIF","Tuumavastane IgG seerumis/plasmas (paneel, kaudne immunofluorestsents)",ANA IgG paneel (IIF),L-4493,,t_lyhend
"S,P-ANCA IgG panel ELISA","S,P-ANCA IgG panel ELISA","Neutrofiilide tsütoplasma vastane IgG seerumis/plasmas (paneel, ELISA)",ANCA IgG paneel (ELISA),L-2727,,t_lyhend
"S,P-ANCA IgG panel IIF","S,P-ANCA IgG panel IIF","Neutrofiilide tsütoplasma vastane IgG seerumis/plasmas (paneel, kaudne immunofluorestsents)",ANCA IgG paneel (IIF),L-3174,,t_lyhend
"S,P-ANCA IgG panel III","S,P-ANCA IgG panel III","Neutrofiilide tsütoplasma vastane IgG (cANCA, pANCA) seerumis/plasmas (paneel III)","ANCA IgG paneel III (cANCA, pANCA)",L-4415,,t_lyhend
"S,P-Ara IgE panel IB","S,P-Ara IgE panel IB","Maapähklivastane IgE seerumis/plasmas (paneel, immunoblot)",Maapähkli IgE paneel (immunoblot),L-4652,,t_lyhend
"S,P-Autoimmune encephalitis IgG panel II","S,P-Autoimmune encephalitis IgG panel II","Autoimmuunsete entsefaliitidega seotud IgG (NMDA, AMPA1, AMPA2, Caspr2, LGI1, GABAR) seerumis/plasmas (paneel II)","Autoimmuunsete entsefaliitide IgG paneel II (NMDA, AMPA1, AMPA2, Caspr2, LGI1, GABAR)",L-4819,,t_lyhend
"S,P-Autoimmune encephalitis IgG panel IIF","S,P-Autoimmune encephalitis IgG panel IIF","Autoimmuunsete entsefaliitidega seotud IgG seerumis/plasmas (paneel, kaudne immunofluorestsents)",Autoimmuunsete entsefaliitide IgG paneel (IIF),L-3060,,t_lyhend
"S,P-Bartonella Ab panel","S,P-Bartonella Ab panel",Bartonella-vastased antikehad seerumis/plasmas (paneel),Bartonella Ab paneel,L-4960,,t_lyhend
"S,P-B burgdorferi IgG + conf conditionally","S,P-B burgdorferi IgG + conf conditionally",Borrelia burgdorferi vastane IgG seerumis/plasmas + vajadusel kinnitav uuring,Borrelia burgdorferi IgG + vajadusel kinnitav,L-4954,,t_lyhend
"S,P-B burgdorferi IgM + conf conditionally","S,P-B burgdorferi IgM + conf conditionally",Borrelia burgdorferi vastane  IgM seerumis/plasmas + vajadusel kinnitav uuring,Borrelia burgdorferi IgM + vajadusel kinnitav,L-4956,,t_lyhend
"S,P-Bet,Phl IgE panel IB","S,P-Bet,Phl IgE panel IB","Kase ja timuti õietolmu vastane IgE seerumis/plasmas (paneel, immunoblot)",Kase ja timuti õietolmu IgE paneel (immunoblot),L-4654,,t_lyhend
"S,P-B henselae Ab panel","S,P-B henselae Ab panel",Bartonella henselae vastased antikehad seerumis/plasmas (paneel),Bartonella henselae Ab paneel,L-5227,,t_lyhend
"S,P-Borrelioosipakett","S,P-Borrelioosipakett",Borrelioosipakett,Borrelioosipakett,L-3824,,t_lyhend
"S,P-B pertussis Ab panel","S,P-B pertussis Ab panel",Bordetella pertussis vastased antikehad seerumis/plasmas (paneel),Bordetella pertussis Ab paneel,L-2873,,t_lyhend
"S,P-BP IgG panel (ELISA)","S,P-BP IgG panel (ELISA)","Bulloossete dermatoosidega seotud IgG seerumis/plasmas (paneel, ELISA)",Bulloossete dermatooside IgG paneel (ELISA),L-5219,,t_lyhend
"S,P-BP IgG panel IIF","S,P-BP IgG panel IIF","Bulloossete dermatoosidega seotud IgG seerumis/plasmas (paneel, kaudne immunofluorestsents)",Bulloossete dermatooside IgG paneel (IIF),L-2728,,t_lyhend
"S,P-BP panel II","S,P-BP panel II","Bulloossete dermatoosidega seotud IgG (DSA, SBMA, Dsg1, Dsg3, BP180, BP230) seerumis/plasmas (paneel II)","Bulloossete dermatooside IgG paneel II (DSA, SBMA, Dsg1, Dsg3, BP180, BP230)",L-4720,,t_lyhend
"S,P-Carnitines panel MS/MS","S,P-Carnitines panel MS/MS","Karnitiinid seerumis/plasmas (paneel, MS/MS)",Karnitiinide paneel (MS/MS),L-3369,,t_lyhend
"S,P-Chol QC panel","S,P-Chol QC panel",Kolesterool seerumis/plasmas (paneel kvaliteedikontrolliks),Kolesterool QC paneel,L-4860,,t_lyhend
"S,P-Colon IgAG panel IIF","S,P-Colon IgAG panel IIF","Põletikuliste soolehaigustega seotud IgA, IgG seerumis/plasmas (paneel, kaudne immunofluorestents)","Soolehaiguste IgA, IgG paneel (IIF)",L-2977,,t_lyhend
"S,P-Creatine, guanidinoacetate panel","S,P-Creatine, guanidinoacetate panel",Kreatiini ja guanidinoatsetaadi seerumis/plasmas (paneel),Kreatiini ja guanidinoatsetaadi paneel,L-5266,,t_lyhend
"S,P-CRP QC panel","S,P-CRP QC panel",C-reaktiivne valk seerumis/plasmas (paneel kvaliteedikontrolliks),CRP QC paneel,L-4861,,t_lyhend
"S,P-Cryo, Cryofibrinogen panel","S,P-Cryo, Cryofibrinogen panel",Krüoglobuliinid ja krüofibrinogeen seerumis/plasmas (paneel),Krüoglobuliinide ja krüofibrinogeeni paneel,74352-6,Ser/Plas,t_lyhend
"S,P-CTD IgG panel IB","S,P-CTD IgG panel IB","Süsteemsete sidekoehaigustega seotud IgG seerumis/plasmas (paneel, immunoblot)",Süsteemsete sidekoehaiguste IgG paneel (IB),43119-7,Bld,t_lyhend
"S,P-CTD IgG panel II","S,P-CTD IgG panel II","Süsteemsete sidekoehaigustega seotud IgG (U1RNP, Sm, SSA, Ro52, SSB, Scl70, PM/Scl, Jo1, CENPB, PCNA, dsDNA, Nucleos, Histone, Rib P Prot, AMA M2) seerumis/plasmas (paneel II)","Süsteemsete sidekoehaiguste IgG paneel II (U1RNP, Sm, SSA, Ro52, SSB, Scl70, PM/Scl, Jo1, CENPB, PCNA, dsDNA, Nucleos, Histone, Rib P Prot, AMA M2)",L-1862,,t_lyhend
"S,P-CTD IgG panel III","S,P-CTD IgG panel III","Süsteemsete sidekoehaigustega seotud IgG (U1RNP, Sm, SSA, Ro52, SSB, Scl70, PM/Scl, Jo1, CENPB, PCNA, dsDNA, Nucleos, Histone, Rib P Prot, AMA M2, DFS70) seerumis/plasmas (paneel III)","Süsteemsete sidekoehaiguste IgG paneel III (U1RNP, Sm, SSA, Ro52, SSB, Scl70, PM/Scl, Jo1, CENPB, PCNA, dsDNA, Nucleos, Histone, Rib P Prot, AMA M2, DFS70)",L-3860,,t_lyhend
"S,P-CTD IgG panel IV","S,P-CTD IgG panel IV","Süsteemsete sidekoehaigustega seotud IgG (Nucleos, dsDNA, Histone, SSA, Ro52, SSB, U1RNP, Sm, Mi2a, Mi2b, Ku, CENPA, CENPB, Sp100, PML, Scl70, PM/Scl100, PM/Scl75, RP11, RP155, gp210, PCNA, DFS70) seerumis/plasmas (paneel IV)","Süsteemsete sidekoehaiguste IgG paneel IV (Nucleos, dsDNA, Histone, SSA, Ro52, SSB, U1RNP, Sm, Mi2a, Mi2b, Ku, CENPA, CENPB, Sp100, PML, Scl70, PM/Scl100, PM/Scl75, RP11, RP155, gp210, PCNA, DFS70)",L-4416,,t_lyhend
