parameter_name,t_lyhend,t_nimetus,kasutatav_nimetus,loinc_code,substrate,evidence
Polüoomiviirus JC DNA,XXX-Polyomavirus JC DNA,Polüoomiviiruse tüüp JC DNA,Polüoomiviirus JC DNA,42921-7,,kasutatav_nimetus
Polüoomiviirus JC DNA QN,XXX-Polyomavirus JC DNA QN,Polüoomiviiruse tüüp JC DNA hulk,Polüoomiviirus JC DNA QN,49412-0,,kasutatav_nimetus
P-Ombitasvir (gen),P-Ombitasvir (gen),C-hepatiidi viiruse ombitasviir-tundlikkus geneetiliste mutatsioonide alusel,Ombitasvir (gen),82378-1,Isolate,t_lyhend
P-Ombitasvir (gen) C-hepatiidi viiruse ombitasviir-tundlikkus geneetiliste mutatsioonide alusel,P-Ombitasvir (gen),C-hepatiidi viiruse ombitasviir-tundlikkus geneetiliste mutatsioonide alusel,Ombitasvir (gen),82378-1,Isolate,t_lyhend + t_nimetus
Pompe tõbi - GAA geeni mutatsioonid vereplekist (sekveneerimine),BS-GAA gene seq,Pompe tõbi - GAA geeni mutatsioonid vereplekist (sekveneerimine),GAA geeni mutatsioonid (sekveneerimine),76034-8,Bld,t_nimetus
Pompe tõve paneel vereplekist,BS-Pompe Disease panel,Pompe tõve paneel vereplekist,Pompe tõve paneel vereplekist,63414-7,Bld,t_nimetus
P orbiculare IgE,"S,P-m70 IgE",Pityrosporum orbiculare vastane IgE seerumis/plasmas,P orbiculare IgE,10949-6,Bld,kasutatav_nimetus
Porfobilinogeeni ja kreatiniini suhe uriinis,U-PBG/U-Crea,Porfobilinogeeni ja kreatiniini suhe uriinis,Porfobilinogeen/kreatiniin uriinis,34357-4,Urine,t_nimetus
Porfobilinogeen/kreatiniin uriinis,U-PBG/U-Crea,Porfobilinogeeni ja kreatiniini suhe uriinis,Porfobilinogeen/kreatiniin uriinis,34357-4,Urine,kasutatav_nimetus
Porfobilinogeen uriinis,U-PBG,Porfobilinogeen uriinis,Porfobilinogeen uriinis,2811-8,Urine,kasutatav_nimetus
Porfobilinogeen uriinis (sõeluuring),U-PBG screen,Porfobilinogeen uriinis (sõeluuring),PBG uriinis (sõeluuring),2809-2,Urine,t_nimetus
Porfobilinogeen ööpäevases uriinis,dU-PBG,Porfobilinogeen ööpäevases uriinis,Porfobilinogeen ööpäevases uriinis,14882-5,Urine,t_nimetus
Porfüriinide ja kreatiniini suhe uriinis,U-Porph/U-Crea,Porfüriinide ja kreatiniini suhe uriinis,Porfüriinid/kreatiniin uriinis,57378-2,Urine,t_nimetus
Porfüriinid/kreatiniin uriinis,U-Porph/U-Crea,Porfüriinide ja kreatiniini suhe uriinis,Porfüriinid/kreatiniin uriinis,57378-2,Urine,kasutatav_nimetus
Porfüriinid uriinis (nmol/L),U-Porph (nmol/L),Porfüriinid uriinis (nmol/L),Porfüriinid uriinis (nmol/L),39771-1,Urine,kasutatav_nimetus
Porfüriinid uriinis (ug/L),U-Porph (ug/L),Porfüriinid uriinis (ug/L),Porfüriinid uriinis (ug/L),11225-0,Urine,kasutatav_nimetus
Porfüriinid ööpäevases uriinis,dU-Porph,Porfüriinid ööpäevases uriinis,Porfüriinid ööpäevases uriinis,56970-7,Urine,t_nimetus
Porfüriinid ööpäevases uriinis (nmol/d),dU-Porph (nmol/d),Porfüriinid ööpäevases uriinis (nmol/d),Porfüriinid ööpäevases uriinis,50901-8,Urine,t_nimetus
Porfüüria markerid uriinis (paneel),U-Porphyria panel,Porfüüria markerid uriinis (paneel),Porfüüria paneel uriinis,L-4296,,t_nimetus
Porfüüria markerid ööpäevases uriinis (paneel),dU-Porphyria panel,Porfüüria markerid ööpäevases uriinis (paneel),Porfüüria paneel ööpäevases uriinis,L-4297,,t_nimetus
Porfüüria paneel uriinis,U-Porphyria panel,Porfüüria markerid uriinis (paneel),Porfüüria paneel uriinis,L-4296,,kasutatav_nimetus
Porfüüria paneel ööpäevases uriinis,dU-Porphyria panel,Porfüüria markerid ööpäevases uriinis (paneel),Porfüüria paneel ööpäevases uriinis,L-4297,,kasutatav_nimetus
Porgandi IgE,"S,P-f31 IgE",Porgandivastane IgE seerumis/plasmas,Porgandi IgE,6061-6,Bld,kasutatav_nimetus
Porgandi IgE (immunoblot),"S,P-f31 IgE IB",Porgandivastane IgE seerumis/plasmas (immunoblot),Porgandi IgE (immunoblot),15605-9,Bld,kasutatav_nimetus
Porgandivastane IgE seerumis/plasmas,"S,P-f31 IgE",Porgandivastane IgE seerumis/plasmas,Porgandi IgE,6061-6,Bld,t_nimetus
Porgandivastane IgE seerumis/plasmas (immunoblot),"S,P-f31 IgE IB",Porgandivastane IgE seerumis/plasmas (immunoblot),Porgandi IgE (immunoblot),15605-9,Bld,t_nimetus
Posakonasool,Is-Posaconazole,Posakonasool,Posakonasool,54188-8,Isolate,t_nimetus
Posakonasool Grad,Is-Posaconazole Grad,Posakonasool Grad,Posakonasool Grad,54187-0,Isolate,kasutatav_nimetus
Positiivse leiu korral,Pt-Positive result,Edasine tegevus positiivse leiu korral,Positiivse leiu korral,L-4906,,kasutatav_nimetus
P ovale IgE,"S,P-m227 IgE",Pityrosporum ovale vastane IgE seerumis/plasmas,P ovale IgE,51857-1,Bld,kasutatav_nimetus
P-Paritaprevir (gen),P-Paritaprevir (gen),C-hepatiidi viiruse paritapreviir-tundlikkus geneetiliste mutatsioonide alusel,Paritaprevir (gen),82521-6,Isolate,t_lyhend
P-Paritaprevir (gen) C-hepatiidi viiruse paritapreviir-tundlikkus geneetiliste mutatsioonide alusel,P-Paritaprevir (gen),C-hepatiidi viiruse paritapreviir-tundlikkus geneetiliste mutatsioonide alusel,Paritaprevir (gen),82521-6,Isolate,t_lyhend + t_nimetus
P-PC,P-PC,Proteiin C plasmas,Proteiin C,27818-4,PPP,t_lyhend
P-PC Proteiin C plasmas,P-PC,Proteiin C plasmas,Proteiin C,27818-4,PPP,t_lyhend + t_nimetus
P-Plasm,P-Plasm,Plasminogeen plasmas,Plasminogeen,28660-9,PPP,t_lyhend
P-Plasm Plasminogeen plasmas,P-Plasm,Plasminogeen plasmas,Plasminogeen,28660-9,PPP,t_lyhend + t_nimetus
P-Propanol QL,P-Propanol QL,Propanool plasmas (kvalitatiivne),Propanool QL,A-4857,,t_lyhend
P-Propanol QL Propanool plasmas (kvalitatiivne),P-Propanol QL,Propanool plasmas (kvalitatiivne),Propanool QL,A-4857,,t_lyhend + t_nimetus
P-PS,P-PS,Proteiin S plasmas,Proteiin S,27823-4,PPP,t_lyhend
P-PS Proteiin S plasmas,P-PS,Proteiin S plasmas,Proteiin S,27823-4,PPP,t_lyhend + t_nimetus
P-PT,P-PT,Protrombiini aeg plasmas,Protrombiini aeg,5902-2,PPP,t_lyhend
P-PT%,P-PT%,Protrombiini suhe,PT%,3289-6,PPP,t_lyhend
P-PT-INR,P-PT-INR,Protrombiini aeg plasmas,PT-INR,L-178,,t_lyhend
P-PT-INR Protrombiini aeg plasmas,P-PT-INR,Protrombiini aeg plasmas,PT-INR,L-178,,t_lyhend + t_nimetus
P-PT-INR QC panel,P-PT-INR QC panel,Protrombiini aeg plasmas (paneel kvaliteedikontrolliks),PT-INR QC paneel,L-4859,,t_lyhend
P-PT-INR QC panel Protrombiini aeg plasmas (paneel kvaliteedikontrolliks),P-PT-INR QC panel,Protrombiini aeg plasmas (paneel kvaliteedikontrolliks),PT-INR QC paneel,L-4859,,t_lyhend + t_nimetus
P-PT Protrombiini aeg plasmas,P-PT,Protrombiini aeg plasmas,Protrombiini aeg,5902-2,PPP,t_lyhend + t_nimetus
P-PT% Protrombiini suhe,P-PT%,Protrombiini suhe,PT%,3289-6,PPP,t_lyhend + t_nimetus
P-PTT-LA,P-PTT-LA,Luupustundliku aktiveeritud osalise tromboplastiini aeg plasmas,Luupustundlik APTT,34571-0,PPP,t_lyhend
P-PTT-LA Luupustundliku aktiveeritud osalise tromboplastiini aeg plasmas,P-PTT-LA,Luupustundliku aktiveeritud osalise tromboplastiini aeg plasmas,Luupustundlik APTT,34571-0,PPP,t_lyhend + t_nimetus
PR3 IgG,"S,P-PR3 IgG",Proteinaas 3 vastane IgG seerumis/plasmas,PR3 IgG,63311-5,Bld,kasutatav_nimetus
PR3 IgG QN,"S,P-PR3 IgG QN",Proteinaas 3 vastase IgG hulk seerumis/plasmas,PR3 IgG QN,48408-9,Bld,kasutatav_nimetus
"Prader-Willi ja Angelmani sündroomid (PWS/AS) - SNRPN geeni deletsioon, uniparentaalne disoomia või vermimise häire (metülatsioonitest)",B-SNRPN rearrangements met,"Prader-Willi ja Angelmani sündroomid (PWS/AS) - SNRPN geeni deletsioon, uniparentaalne disoomia või vermimise häire (metülatsioonitest)","Prader-Willi ja Angelmani sündroomid (PWS/AS) - SNRPN geeni deletsioon, uniparentaalne disoomia või vermimise häire (metülatsioonitest)",35466-2,Bld,kasutatav_nimetus
"Prader-Willi ja Angelmani sündroomid (PWS/AS) - SNRPN geeni deletsioon, uniparentaalne disoomia või vermimishäire (MLPA)",B-SNRPN rearrangements MLPA,"Prader-Willi ja Angelmani sündroomid (PWS/AS) - SNRPN geeni deletsioon, uniparentaalne disoomia või vermimishäire (MLPA)","Prader-Willi ja Angelmani sündroomid (PWS/AS) - SNRPN geeni deletsioon, uniparentaalne disoomia või vermimishäire (MLPA)",41117-3,Bld,t_nimetus
Prader-Willi ja Angelmani sündroomid - SNRPN (15q11-13) (FISH),B-SNRPN (15q11-13) FISH,Prader-Willi ja Angelmani sündroomid - SNRPN (15q11-13) mikrodeletsioonid verest (FISH),Prader-Willi ja Angelmani sündroomid - SNRPN (15q11-13) (FISH),72654-7,Bld,kasutatav_nimetus
Prader-Willi ja Angelmani sündroomid - SNRPN (15q11-13) mikrodeletsioonid verest (FISH),B-SNRPN (15q11-13) FISH,Prader-Willi ja Angelmani sündroomid - SNRPN (15q11-13) mikrodeletsioonid verest (FISH),Prader-Willi ja Angelmani sündroomid - SNRPN (15q11-13) (FISH),72654-7,Bld,t_nimetus
P-RAL (gen),P-RAL (gen),Inimese immuunpuudulikkuse viiruse 1. tüübi raltegraviir-tundlikkus geneetiliste mutatsioonide alusel,Raltegravir (gen),72525-9,Isolate,t_lyhend
P-RAL (gen) Inimese immuunpuudulikkuse viiruse 1. tüübi raltegraviir-tundlikkus geneetiliste mutatsioonide alusel,P-RAL (gen),Inimese immuunpuudulikkuse viiruse 1. tüübi raltegraviir-tundlikkus geneetiliste mutatsioonide alusel,Raltegravir (gen),72525-9,Isolate,t_lyhend + t_nimetus
PrcF-Alb,PrcF-Alb,Albumiin perikardivedelikus,Albumiin perikardivedelikus,51693-0,Pericard fld,t_lyhend
PrcF-Alb Albumiin perikardivedelikus,PrcF-Alb,Albumiin perikardivedelikus,Albumiin perikardivedelikus,51693-0,Pericard fld,t_lyhend + t_nimetus
PrcF-Amyl,PrcF-Amyl,Amülaas perikardivedelikus,Amülaas perikardivedelikus,33368-2,Pericard fld,t_lyhend
PrcF-Amyl Amülaas perikardivedelikus,PrcF-Amyl,Amülaas perikardivedelikus,Amülaas perikardivedelikus,33368-2,Pericard fld,t_lyhend + t_nimetus
PrcF-Appearance,PrcF-Appearance,Perikardivedeliku läbipaistvus,Perikardivedeliku läbipaistvus,14617-5,Pericard fld,t_lyhend
PrcF-Appearance Perikardivedeliku läbipaistvus,PrcF-Appearance,Perikardivedeliku läbipaistvus,Perikardivedeliku läbipaistvus,14617-5,Pericard fld,t_lyhend + t_nimetus
PrcF-Atüüpilised lümfotsüüdid %,PrcF-Atüüpilised lümfotsüüdid %,Atüüpiliste lümfotsüütide suhtarv perikardivedelikus,Atüüpilised lümfotsüüdid %,33409-4,Pericard fld,t_lyhend
PrcF-Atüüpilised lümfotsüüdid % Atüüpiliste lümfotsüütide suhtarv perikardivedelikus,PrcF-Atüüpilised lümfotsüüdid %,Atüüpiliste lümfotsüütide suhtarv perikardivedelikus,Atüüpilised lümfotsüüdid %,33409-4,Pericard fld,t_lyhend + t_nimetus
PrcF-Basofiilid %,PrcF-Basofiilid %,Basofiilide suhtarv perikardivedelikus,Basofiilid %,31994-7,Pericard fld,t_lyhend
PrcF-Basofiilid % Basofiilide suhtarv perikardivedelikus,PrcF-Basofiilid %,Basofiilide suhtarv perikardivedelikus,Basofiilid %,31994-7,Pericard fld,t_lyhend + t_nimetus
PrcF-Blastid %,PrcF-Blastid %,Blastide suhtarv perikardivedelikus,Blastid %,33412-8,Pericard fld,t_lyhend
PrcF-Blastid % Blastide suhtarv perikardivedelikus,PrcF-Blastid %,Blastide suhtarv perikardivedelikus,Blastid %,33412-8,Pericard fld,t_lyhend + t_nimetus
PrcF-Cells,PrcF-Cells,Perikardivedeliku tsütoos,Perikardivedeliku tsütoos,L-2756,,t_lyhend
PrcF-Cells Perikardivedeliku tsütoos,PrcF-Cells,Perikardivedeliku tsütoos,Perikardivedeliku tsütoos,L-2756,,t_lyhend + t_nimetus
PrcF-Chol,PrcF-Chol,Kolesterool perikardivedelikus,Kolesterool perikardivedelikus,78518-8,Pericard fld,t_lyhend
PrcF-Chol Kolesterool perikardivedelikus,PrcF-Chol,Kolesterool perikardivedelikus,Kolesterool perikardivedelikus,78518-8,Pericard fld,t_lyhend + t_nimetus
"PrcF-Chol/S,P-Chol","PrcF-Chol/S,P-Chol",Perikardivedeliku ja seerumi/plasma kolesterooli suhe,Perikardivedeliku ja seerumi/plasma kolesterooli suhe,70263-9,Pericard fld+Ser/Plas,t_lyhend
"PrcF-Chol/S,P-Chol Perikardivedeliku ja seerumi/plasma kolesterooli suhe","PrcF-Chol/S,P-Chol",Perikardivedeliku ja seerumi/plasma kolesterooli suhe,Perikardivedeliku ja seerumi/plasma kolesterooli suhe,70263-9,Pericard fld+Ser/Plas,t_lyhend + t_nimetus
PrcF-Color,PrcF-Color,Perikardivedeliku värvus,Perikardivedeliku värvus,14661-3,Pericard fld,t_lyhend
PrcF-Color Perikardivedeliku värvus,PrcF-Color,Perikardivedeliku värvus,Perikardivedeliku värvus,14661-3,Pericard fld,t_lyhend + t_nimetus
PrcF-Crea,PrcF-Crea,Kreatiniin perikardivedelikus,Kreatiniin perikardivedelikus,25386-4,Body fld,t_lyhend
PrcF-Crea Kreatiniin perikardivedelikus,PrcF-Crea,Kreatiniin perikardivedelikus,Kreatiniin perikardivedelikus,25386-4,Body fld,t_lyhend + t_nimetus
"PrcF-Crea/S,P-Crea","PrcF-Crea/S,P-Crea",Perikardivedeliku ja seerumi/plasma kreatiniini suhe,Perikardivedeliku ja seerumi/plasma kreatiniini suhe,A-1112,,t_lyhend
"PrcF-Crea/S,P-Crea Perikardivedeliku ja seerumi/plasma kreatiniini suhe","PrcF-Crea/S,P-Crea",Perikardivedeliku ja seerumi/plasma kreatiniini suhe,Perikardivedeliku ja seerumi/plasma kreatiniini suhe,A-1112,,t_lyhend + t_nimetus
PrcF-Diff,PrcF-Diff,Perikardivedeliku tsütogramm,Perikardivedeliku tsütogramm,L-925,,t_lyhend
PrcF-Diff a,PrcF-Diff a,Perikardivedeliku tsütogramm (analüsaator),Perikardivedeliku tsütogramm analüsaatoril,L-924,,t_lyhend
PrcF-Diff a Perikardivedeliku tsütogramm (analüsaator),PrcF-Diff a,Perikardivedeliku tsütogramm (analüsaator),Perikardivedeliku tsütogramm analüsaatoril,L-924,,t_lyhend + t_nimetus
PrcF-Diff Perikardivedeliku tsütogramm,PrcF-Diff,Perikardivedeliku tsütogramm,Perikardivedeliku tsütogramm,L-925,,t_lyhend + t_nimetus
PrcF-Eosinofiilid %,PrcF-Eosinofiilid %,Eosinofiilide suhtarv perikardivedelikus,Eosinofiilid %,32013-5,Pericard fld,t_lyhend
PrcF-Eosinofiilid % Eosinofiilide suhtarv perikardivedelikus,PrcF-Eosinofiilid %,Eosinofiilide suhtarv perikardivedelikus,Eosinofiilid %,32013-5,Pericard fld,t_lyhend + t_nimetus
PrcF-Gluc,PrcF-Gluc,Glükoos perikardivedelikus,Glükoos perikardivedelikus,39479-1,Pericard fld,t_lyhend
PrcF-Gluc Glükoos perikardivedelikus,PrcF-Gluc,Glükoos perikardivedelikus,Glükoos perikardivedelikus,39479-1,Pericard fld,t_lyhend + t_nimetus
PrcF-Hb,PrcF-Hb,Hemoglobiin perikardivedelikus,Hemoglobiin perikardivedelikus,69950-4,Pericard fld,t_lyhend
PrcF-Hb Hemoglobiin perikardivedelikus,PrcF-Hb,Hemoglobiin perikardivedelikus,Hemoglobiin perikardivedelikus,69950-4,Pericard fld,t_lyhend + t_nimetus
PrcF-Identifitseerimata rakud %,PrcF-Identifitseerimata rakud %,Identifitseerimata rakkude suhtarv perikardivedelikus,Identifitseerimata rakud %,32202-4,Pericard fld,t_lyhend
PrcF-Identifitseerimata rakud % Identifitseerimata rakkude suhtarv perikardivedelikus,PrcF-Identifitseerimata rakud %,Identifitseerimata rakkude suhtarv perikardivedelikus,Identifitseerimata rakud %,32202-4,Pericard fld,t_lyhend + t_nimetus
PrcF-Lac,PrcF-Lac,Laktaat perikardivedelikus,Laktaat perikardivedelikus,14165-5,Body fld,t_lyhend
PrcF-Lac Laktaat perikardivedelikus,PrcF-Lac,Laktaat perikardivedelikus,Laktaat perikardivedelikus,14165-5,Body fld,t_lyhend + t_nimetus
PrcF-LDH,PrcF-LDH,Laktaadi dehüdrogenaas perikardivedelikus,LDH perikardivedelikkus,60018-9,Pericard fld,t_lyhend
PrcF-LDH Laktaadi dehüdrogenaas perikardivedelikus,PrcF-LDH,Laktaadi dehüdrogenaas perikardivedelikus,LDH perikardivedelikkus,60018-9,Pericard fld,t_lyhend + t_nimetus
"PrcF-LDH/S,P-LDH","PrcF-LDH/S,P-LDH",Perikardivedeliku ja seerumi/plasma laktaadi dehüdrogenaasi suhe,Perikardivedeliku ja seerumi/plasma LDH suhe,53933-8,Pericard fld+Ser/Plas,t_lyhend
"PrcF-LDH/S,P-LDH Perikardivedeliku ja seerumi/plasma laktaadi dehüdrogenaasi suhe","PrcF-LDH/S,P-LDH",Perikardivedeliku ja seerumi/plasma laktaadi dehüdrogenaasi suhe,Perikardivedeliku ja seerumi/plasma LDH suhe,53933-8,Pericard fld+Ser/Plas,t_lyhend + t_nimetus
PrcF-Lümfotsüüdid %,PrcF-Lümfotsüüdid %,Lümfotsüütide suhtarv perikardivedelikus,Lümfotsüüdid %,14818-9,Pericard fld,t_lyhend
PrcF-Lümfotsüüdid % Lümfotsüütide suhtarv perikardivedelikus,PrcF-Lümfotsüüdid %,Lümfotsüütide suhtarv perikardivedelikus,Lümfotsüüdid %,14818-9,Pericard fld,t_lyhend + t_nimetus
PrcF-Mesoteelirakud %,PrcF-Mesoteelirakud %,Mesoteelirakkude suhtarv perikardivedelikus,Mesoteelirakud %,14828-8,Pericard fld,t_lyhend
PrcF-Mesoteelirakud % Mesoteelirakkude suhtarv perikardivedelikus,PrcF-Mesoteelirakud %,Mesoteelirakkude suhtarv perikardivedelikus,Mesoteelirakud %,14828-8,Pericard fld,t_lyhend + t_nimetus
PrcF-MN#,PrcF-MN#,Mononukleaarsete leukotsüütide arv perikardivedelikus,MN,70046-8,Pericard fld,t_lyhend
PrcF-MN%,PrcF-MN%,Mononukleaarsete leukotsüütide suhtarv perikardivedelikus,MN%,70037-7,Pericard fld,t_lyhend
PrcF-MN# Mononukleaarsete leukotsüütide arv perikardivedelikus,PrcF-MN#,Mononukleaarsete leukotsüütide arv perikardivedelikus,MN,70046-8,Pericard fld,t_lyhend + t_nimetus
PrcF-MN% Mononukleaarsete leukotsüütide suhtarv perikardivedelikus,PrcF-MN%,Mononukleaarsete leukotsüütide suhtarv perikardivedelikus,MN%,70037-7,Pericard fld,t_lyhend + t_nimetus
PrcF-Monotsüüdid/makrofaagid %,PrcF-Monotsüüdid/makrofaagid %,Monotsüütide/makrofaagide suhtarv perikardivedelikus,Monotsüüdid/makrofaagid %,32027-5,Pericard fld,t_lyhend
PrcF-Monotsüüdid/makrofaagid % Monotsüütide/makrofaagide suhtarv perikardivedelikus,PrcF-Monotsüüdid/makrofaagid %,Monotsüütide/makrofaagide suhtarv perikardivedelikus,Monotsüüdid/makrofaagid %,32027-5,Pericard fld,t_lyhend + t_nimetus
PrcF-Muud leukotsüüdid %,PrcF-Muud leukotsüüdid %,Muude leukotsüütide suhtarv perikardivedelikus,Muud leukotsüüdid %,14857-7,Pericard fld,t_lyhend
PrcF-Muud leukotsüüdid % Muude leukotsüütide suhtarv perikardivedelikus,PrcF-Muud leukotsüüdid %,Muude leukotsüütide suhtarv perikardivedelikus,Muud leukotsüüdid %,14857-7,Pericard fld,t_lyhend + t_nimetus
PrcF-Neutrofiilid %,PrcF-Neutrofiilid %,Neutrofiilide suhtarv perikardivedelikus,Neutrofiilid %,14847-8,Pericard fld,t_lyhend
PrcF-Neutrofiilid % Neutrofiilide suhtarv perikardivedelikus,PrcF-Neutrofiilid %,Neutrofiilide suhtarv perikardivedelikus,Neutrofiilid %,14847-8,Pericard fld,t_lyhend + t_nimetus
PrcF-pH,PrcF-pH,pH perikardivedelikust,pH perikardivedelikust,33417-7,Pericard fld,t_lyhend
PrcF-pH pH perikardivedelikust,PrcF-pH,pH perikardivedelikust,pH perikardivedelikust,33417-7,Pericard fld,t_lyhend + t_nimetus
PrcF-Plasmarakud %,PrcF-Plasmarakud %,Plasmarakkude suhtarv perikardivedelikus,Plasmarakud %,40526-6,Pericard fld,t_lyhend
PrcF-Plasmarakud % Plasmarakkude suhtarv perikardivedelikus,PrcF-Plasmarakud %,Plasmarakkude suhtarv perikardivedelikus,Plasmarakud %,40526-6,Pericard fld,t_lyhend + t_nimetus
PrcF-PMN#,PrcF-PMN#,Polümorfonukleaarsete leukotsüütide arv perikardivedelikus,PMN,70045-0,Pericard fld,t_lyhend
PrcF-PMN%,PrcF-PMN%,Polümorfonukleaarsete leukotsüütide suhtarv perikardivedelikus,PMN%,70036-9,Pericard fld,t_lyhend
PrcF-PMN# Polümorfonukleaarsete leukotsüütide arv perikardivedelikus,PrcF-PMN#,Polümorfonukleaarsete leukotsüütide arv perikardivedelikus,PMN,70045-0,Pericard fld,t_lyhend + t_nimetus
PrcF-PMN% Polümorfonukleaarsete leukotsüütide suhtarv perikardivedelikus,PrcF-PMN%,Polümorfonukleaarsete leukotsüütide suhtarv perikardivedelikus,PMN%,70036-9,Pericard fld,t_lyhend + t_nimetus
PrcF-Prot,PrcF-Prot,Valk perikardivedelikus,Valk perikardivedelikus,33407-8,Pericard fld,t_lyhend
"PrcF-Prot/S,P-Prot","PrcF-Prot/S,P-Prot",Perikardivedeliku ja seerumi/plasma valgu suhe,Perikardivedeliku ja seerumi/plasma valgu suhe,70265-4,Pericard fld+Ser/Plas,t_lyhend
"PrcF-Prot/S,P-Prot Perikardivedeliku ja seerumi/plasma valgu suhe","PrcF-Prot/S,P-Prot",Perikardivedeliku ja seerumi/plasma valgu suhe,Perikardivedeliku ja seerumi/plasma valgu suhe,70265-4,Pericard fld+Ser/Plas,t_lyhend + t_nimetus
PrcF-Prot Valk perikardivedelikus,PrcF-Prot,Valk perikardivedelikus,Valk perikardivedelikus,33407-8,Pericard fld,t_lyhend + t_nimetus
PrcF-RBC,PrcF-RBC,Erütrotsüüdid perikardivedelikus,Erütrotsüüdid,14713-2,Pericard fld,t_lyhend
PrcF-RBC Erütrotsüüdid perikardivedelikus,PrcF-RBC,Erütrotsüüdid perikardivedelikus,Erütrotsüüdid,14713-2,Pericard fld,t_lyhend + t_nimetus
PrcF-SEAG,PrcF-SEAG,Seerumi/plasma ja perikardivedeliku albumiini gradient,Seerumi/plasma ja perikardivedeliku albumiini gradient,72646-3,Pericard fld+Ser/Plas,t_lyhend
PrcF-SEAG Seerumi/plasma ja perikardivedeliku albumiini gradient,PrcF-SEAG,Seerumi/plasma ja perikardivedeliku albumiini gradient,Seerumi/plasma ja perikardivedeliku albumiini gradient,72646-3,Pericard fld+Ser/Plas,t_lyhend + t_nimetus
PrcF-SEGG,PrcF-SEGG,Seerumi/plasma ja perikardivedeliku glükoosi gradient,Seerumi/plasma ja perikardivedeliku glükoosi gradient,72650-5,Pericard fld+Ser/Plas,t_lyhend
PrcF-SEGG Seerumi/plasma ja perikardivedeliku glükoosi gradient,PrcF-SEGG,Seerumi/plasma ja perikardivedeliku glükoosi gradient,Seerumi/plasma ja perikardivedeliku glükoosi gradient,72650-5,Pericard fld+Ser/Plas,t_lyhend + t_nimetus
PrcF-SG,PrcF-SG,Perikardivedeliku erikaal,Perikardivedeliku erikaal,60027-0,Pericard fld,t_lyhend
PrcF-SG Perikardivedeliku erikaal,PrcF-SG,Perikardivedeliku erikaal,Perikardivedeliku erikaal,60027-0,Pericard fld,t_lyhend + t_nimetus
PrcF-Trigl,PrcF-Trigl,Triglütseriidid perikardivedelikus,Triglütseriidid perikardivedelikus,69947-0,Pericard fld,t_lyhend
PrcF-Trigl Triglütseriidid perikardivedelikus,PrcF-Trigl,Triglütseriidid perikardivedelikus,Triglütseriidid perikardivedelikus,69947-0,Pericard fld,t_lyhend + t_nimetus
"PrcF-Trig/S,P-Trig","PrcF-Trig/S,P-Trig",Perikardivedeliku ja seerumi/plasma triglütseriidide suhe,Perikardivedeliku ja seerumi/plasma triglütseriidide suhe,70259-7,Pericard fld+Ser/Plas,t_lyhend
"PrcF-Trig/S,P-Trig Perikardivedeliku ja seerumi/plasma triglütseriidide suhe","PrcF-Trig/S,P-Trig",Perikardivedeliku ja seerumi/plasma triglütseriidide suhe,Perikardivedeliku ja seerumi/plasma triglütseriidide suhe,70259-7,Pericard fld+Ser/Plas,t_lyhend + t_nimetus
PrcF-WBC,PrcF-WBC,Leukotsüüdid perikardivedelikus,Leukotsüüdid,14811-4,Pericard fld,t_lyhend
PrcF-WBC Leukotsüüdid perikardivedelikus,PrcF-WBC,Leukotsüüdid perikardivedelikus,Leukotsüüdid,14811-4,Pericard fld,t_lyhend + t_nimetus
Prealbumiin,"S,P-PreAlb",Prealbumiin seerumis/plasmas,Prealbumiin,14338-8,Ser/Plas,kasutatav_nimetus
Prealbumiin seerumis/plasmas,"S,P-PreAlb",Prealbumiin seerumis/plasmas,Prealbumiin,14338-8,Ser/Plas,t_nimetus
P-Renin,P-Renin,Reniin plasmas,Reniin,2915-7,Bld,t_lyhend
P-Renin Reniin plasmas,P-Renin,Reniin plasmas,Reniin,2915-7,Bld,t_lyhend + t_nimetus
P-Renin (supine),P-Renin (supine),Reniin plasmas (pikali),Reniin (pikali),17516-6,Bld,t_lyhend
P-Renin (supine) Reniin plasmas (pikali),P-Renin (supine),Reniin plasmas (pikali),Reniin (pikali),17516-6,Bld,t_lyhend + t_nimetus
P-Renin (upright),P-Renin (upright),Reniin plasmas (püsti),Reniin (püsti),2918-1,Bld,t_lyhend
P-Renin (upright) Reniin plasmas (püsti),P-Renin (upright),Reniin plasmas (püsti),Reniin (püsti),2918-1,Bld,t_lyhend + t_nimetus
Presensibilisatsioonitest HLA klass I Ab (CDC),S-HLA class I Ab PRA CDC,Presensibilisatsioonitest HLA klass I antikehade suhtes (CDC),Presensibilisatsioonitest HLA klass I Ab (CDC),46994-0,Bld,kasutatav_nimetus
Presensibilisatsioonitest HLA klass I Ab (CDC DTT-ga),S-HLA class I Ab PRA CDC + DTT,Presensibilisatsioonitest HLA klass I antikehade suhtes (CDC DTT-ga),Presensibilisatsioonitest HLA klass I Ab (CDC DTT-ga),A-2950,,kasutatav_nimetus
Presensibilisatsioonitest HLA klass I Ab (xMAP),S-HLA class I Ab PRA xMAP,Presensibilisatsioonitest HLA klass I antikehade suhtes (xMAP),Presensibilisatsioonitest HLA klass I Ab (xMAP),A-2894,,kasutatav_nimetus
