analysis_name,parameter_name,parameter_code,unit,analyte,property,system,time_aspect,scale
LTKH allhanked,Mikroskoopilised uuringud mükobakteritel(Mikroskoopilised uuringud mükobakteritele),1604,,,,Bld,Pt,Qn
Uriin,SG,,,Erikaal SG,Rden,urine,,
LTKH allhanked,S-Parvovirus B19 IgM(Parvoviiruse B19 vastane IgM),1623,,,,urine,,
Mikrobioloogilised uuringud,Clritromüts. 1,904,,,,urine,,
Autoimmuundiagnostika,Histooni,71596,,,,urine,,
Kliinilise keemia uuringud,fS-Trigl(Triglütseriidid),135,mmol/l,Trigl,SCnc,fSP,Pt,Qn
Kliinilise keemia uuringud,Enne glükoosi manustamist(Enne glükoosi manustamist),10972,mmol/l,,,Bld,Pt,Qn
Kliinilise keemia uuringud,Raud,1320,mkmol/l,,,Bld,Pt,Qn
Biokeemilised uuringud,fs-Urea 2(Uurea),77,mmol/l,Urea,SCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,Mikroobi kogus,67340,,,,urine,,
LTKH allhanked,Gripp B PCR(Gripp B PCR),147211,,,,Bld,Pt,Qn
Biokeemia labor,aB-Lac*,10480,,,,urine,,
Mikrobioloogilised uuringud,Nitrofurantoiin,573,,,,urine,,
Seroloogilised uuringud,Chlamydia pneumonia Ig(Chlamydia pneumonia IgA seerumist),1232,EIU,,,Bld,Pt,Qn
Liikvori analüüs,CSF-Alb Albumiin liikvoris,CSF-AlbAlbumiinliikvoris,,,,Bld,Pt,Qn
Hemogramm leukotsüütide diferentsiaalloendusega (vere automaatuuring 5-osalise leukogrammiga),LYMPH%,B-CBC+Diff,%,Lymph,NCnc,Bld,Pt,Qn
Hematoloogilised uuringud,B-RBC(Erütrotsüütide üldarv),5638,10 l,RBC,NCnc,Bld,Pt,Qn
Biokeemia labor,Glükoos 1. kordus,10575,mmol/l,Gluc,SCnc,urine,,
Mikrobioloogilised uuringud,F-MycQ(Seente kvantitatiivne uuring väljaheitest),756,,,,Bld,Pt,Qn
Kliinilise keemia uuringud,HCO(HCO3),10993,mmol/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,transferriin(transferriin),43991,,,,urine,,
Hematoloogilised uuringud,MC(Keskmine hemoglobiini hulk erütrotsüüdis),5705,pg,MCH,EntMass,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tsiprofloksatsiin(Tsiprofloksatsiin),65772,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Ea-My(Seente uuring kõrvaeritisest),10275,,,,Bld,Pt,Qn
Hematoloogilised uuringud,Leukotsüüdid(Leukotsüüdid täisverest),7579,10 l,WBC,NCnc,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Amoxicillin/Clavulanic acid,40003,,,,Bld,Pt,Qn
Hematoloogilised uuringud,%GR(Granulotsüütide protsent),5709,%,,,Bld,Pt,Qn
Biokeemia analüüs,dU-K Kaalium ööpäevases uriinis,dU-KKaaliumööpäevasesuriinis,,,,urine,,
Mikrobioloogilised uuringud,"Pss-Ae(Aeroobse mikrofloora külv (mädast, süstlaga))",1754,,,,urine,,
Kliinilise keemia uuringud,Bilirubiin (üld,4672,mkmol/l,,,Bld,Pt,Qn
Vereäige mikroskoopia,Täiendav leid vere äigepreparaadis,B-Smear-m,-,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,infektsioon,498,,,,urine,,
Kliinilise keemia uuringud,CRP,1294,mg/l,,,Bld,Pt,Qn
Hematoloogilised uuringud,1 B-Neut%(Neutrofiilide suhtarv),618,%,Neut,NCnc,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Aeroobide uuring rögas,4805,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,külv,843,,,,Bld,Pt,Qn
Hematoloogia labori analüüsid,NEUT,212,x 10 9/L,Neut,unknown,Bld,Pt,Qn
Biokeemia analüüs,S-cTnT (kardiaalne troponiin),S-cTnT(kardiaalnetroponiin),,,,urine,,
Uriini uuringud,AAV1 1 U-SG(Uriini erikaal),1003,g/cm³,Erikaal SG,Rden,urine,,
Vereäige mikroskoopia,Ehhinotsütoos,B-Smear-m,-,,,Bld,Pt,Qn
Immuunuuringud,rukis(õietolm(rukis(õietolm)),11193,IU/ml,,,Bld,Pt,Qn
Hematoloogilised uuringud,Hiidtrombotsüüdi,70903,%,,,Bld,Pt,Qn
Väljast tellitud analüüsid,Läkaköha IgM,LäkaköhaIgM,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Erütromütsiin(Erütromütsiin),58685,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Penitsilliin MIK meningii,30295,,,,urine,,
Mikrobioloogia labor (haigla),Meropeneem,30081,,,,Bld,Pt,Qn
Uriini uuringud,pH,7858,pH,pH,LsCnc,urine,,
Mikrobioloogilised uuringud,Ketokonasool,71924,,,,urine,,
Hemogramm viieosalise leukogrammiga,RBC,B-CBC-5Diff,10\12/l,RBC,NCnc,Bld,Pt,Qn
Hematoloogia,B-Hct(Hematokrit),43,%,HCT,VFr,Bld,Pt,Qn
hemogramm,B-HCT,B-CBC-3Diff,%,HCT,VFr,Bld,Pt,Qn
Autoimmuundiagnostika,Ri,147163,,,,urine,,
Immuunmeetoditel uuringud,Anti-EBV EA IgM,Anti-EBVEAIgM,,,,Bld,Pt,Qn
Toksikoloogiline analüüs,Kannabinoidid uriinis,Kannabinoididuriinis,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Amikatsiin,146077,,,,Bld,Pt,Qn
Hematoloogilised uuringud,MP(Trombotsüütide keskmine maht),2198,fL,MPV,EntVol,Bld,Pt,Qn
Mikrobioloogilised uuringud,F-Noro-A(Noroviiruse (Norwalk) antigeen immuunmeetodil),2086,,,,Bld,Pt,Qn
Uriini analüüs,Makrofaagid,Makrofaagid,,,,urine,,
Hematoloogilised uuringud,Lümfotsüütide,2701,%,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Nimetus(H. influenzae),67659,,,,Bld,Pt,Qn
VÄL,IGF-,41438,ug/L,,,Bld,Pt,Qn
Punktaadi analüüs,Pleuravedeliku makroskoopiline uuring,Pleuravedelikumakroskoopilineuuring,,,,Bld,Pt,Qn
Kliinilise keemia uuringud,CRP,1910,mg/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Dr-Aer(Aeroobse mikrofloora külv (dreenist)),1733,,,,urine,,
Hemogramm viieosalise leukogrammiga,RDW-CV,B-CBC-Diff,%,RDW,Ratio,Bld,Pt,Qn
Hematoloogilised uuringud,E-MCV(Erütrotsüüdi keskmine maht),2483,fL,MCV,EntVol,Bld,Pt,Qn
Uriini uuringud,Lameepitee,786,,,,urine,,
Hematoloogilised uuringud,Hiidtrombotsüüdid,70903,%,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,TMP/SM,144556,,,,urine,,
Mikrobioloogilised uuringud,Pristinamütsiin(Pristinamütsiin),62983,,,,Bld,Pt,Qn
Hematoloogilised uuringud,B-Hb(Hemoglobiini kontsentratsioon),2481,g/l,HGB,MCnc,Bld,Pt,Qn
Immuunmeetoditel uuringud,Müosiidi profiil,Müosiidiprofiil,,,,Bld,Pt,Qn
Hemogramm,HCT,B-CBC,%,HCT,VFr,Bld,Pt,Qn
Hematoloogilised ja uriini uuringud,WBC(WBC),11065,10 l,WBC,NCnc,Bld,Pt,Qn
Biokeemia analüüs,"B,P-Cl (kloriid)","B,P-Cl(kloriid)",,,,urine,,
Biokeemia analüüs,U-Alb Albumiin uriinis,U-AlbAlbumiinuriinis,,,,Bld,Pt,Qn
Uriini uuringud,Erütrotsüüdi,2129,,Erütrotsüüdid,NCnc,urine,,
Mikrobioloogia labor (haigla),Mikroobi kogus,30328,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Vankomütsii(Vankomütsiin),66155,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Penitsilliin MIK suukaudn,30296,,,,Bld,Pt,Qn
Biokeemia labor,S1- HI,10523,,,,urine,,
Mikrobioloogia labor (haigla),Tsefotaksiim MIK,30123,,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,B2M / beeta-2-mikroglobuliin,,,,,Bld,Pt,Qn
Biokeemia labor,aB-Lac*,10480,,,,Bld,Pt,Qn
Vere automaatuuring 5-osalise leukogrammiga,PLT,B-CBC+Diff,10^9/l,PLT,NCnc,Bld,Pt,Qn
Hematoloogilised ja uriini uuringud,HGB(HGB),11102,g/l,HGB,MCnc,Bld,Pt,Qn
Uriini uuringud,"U-UB(Urobilinogeen, üks parameeter 10 parameetrilisel testribal)",127,µmol/l,,,urine,,
LTKH allhanked,Mikroskoopilised uuringud mükobakteritel(Mikroskoopilised uuringud mükobakteritele),69647,,,,urine,,
Hingamisteede viiruste RNA/DNA (paneel),Metapneumoviiruse RNA,66609_Hingamisteede_viirusste_RN,-,,,Bld,Pt,Qn
Hemogramm (vere automaatuuring leukogrammita),MPV,B-CBC,fl,MPV,EntVol,Bld,Pt,Qn
Narkootikumide kvalitatiivne uuring uriinist,Kokaiin (U),U-Narco,,,,urine,,
Toksikoloogia analüüs Hiiul,Tsink uriinis,Tsinkuriinis,,,,urine,,
Mikrobioloogilised uuringud,Ampitsilliin(Ampitsilliin),57753,,,,urine,,
urilux,erikaal,U-urilux,-,Erikaal SG,Rden,urine,,
Biokeemia analüüs,fS-Transf (transferriin),fS-Transf(transferriin),,Transf,MCnc,fSP,Pt,Qn
Mikrobioloogia labor (haigla),Nimetu,30312,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,F - G. lambli(Giardia lamblia faeceses),771,,,,Bld,Pt,Qn
Immuunmeetoditel põhinevad uuringud,B-Tacrolimus(Takroliimuse kontsentratsioon veres),147170,ng/ml,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Vaba teks,43217,,,,urine,,
Mikrobioloogilised uuringud,GenProbe Chlamydia trachomatis,443,,,,Bld,Pt,Qn
Hematoloogilised uuringud,PD,2696,%,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Mikroobi kogus,30339,,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Klebsiella pneumoniae/oxytoca DNA RT-PCR meetodil täisverest,Klebsiellapneumoniae/oxytocaDNART-PCRmeetodiltäisverest,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,hemoglobii(hemoglobiin),43990,,,,Bld,Pt,Qn
Hematoloogilised uuringud,%MXD,684,%,,,Bld,Pt,Qn
Hematoloogilised uuringud,9 B-Lymph#(Lümfotsüütide arv),625,/nL,Lymph,Num,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Meropenem,40074,,,,Bld,Pt,Qn
Autoimmuunuuringud,Koe transglutaminaasi IgA,44095,<ANONYM> U/ml,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Grami preparaat,835,,,,urine,,
LTKH allhanked,S-SMA Ig(Silelihaskoe raku tsütoskeleti vastane IgG),1389,,,,urine,,
Punktaadi analüüs,Leukotsüüdid,Leukotsüüdid,,WBC,NCnc,Bld,Pt,Qn
Vereäige mikroskoopia,Erütrotsüütide anisotsütoos,B1-Smear-m,-,,,Bld,Pt,Qn
Hematoloogilised ja uriini uuringud,Lim(Lima),11064,,,,urine,,
Vere automaatuuring 5-osalise leukogrammiga,WBC Leukotsüüdid,B-CBC+Diff,10*9/L,WBC,NCnc,Bld,Pt,Qn
patol.täisveri,eos.,B-patol.täisveri,-,Eo,unknown,Bld,Pt,Qn
Uriini uuringud,dU-Creat(Kreatiniin ööpäevases uriinis),1200,mmol/24 h,Creat,,urine,,
Hematoloogilised uuringud,7 B-RDW(Erütrotsüütide suurusjaotuvus),615,%,RDW,Ratio,Bld,Pt,Qn
Vereäige mikroskoopia,Normoblastid,B-Smear-m,-,,,Bld,Pt,Qn
Vere automaatuuring 3-osalise leukogrammiga,HCT Hematokritt,B-A3Diff,%,HCT,VFr,Bld,Pt,Qn
Biokeemilised uuringud,A/G,387,,,,urine,,
Hematoloogilised uuringud,Neutrofiilide,509,%,Neut,NCnc,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Tf-Ae(Aeroobide uuring trahheaaspiraadist),10226,,,,Bld,Pt,Qn
Hematoloogilised uuringud,MPV,4591,%,MPV,unknown,Bld,Pt,Qn
Kliiniline vere ja glükohemoglobiini analüüs,PDW,PDW,,PDW,unknown,Bld,Pt,Qn
Immuunuuringud,CE,2006,ng/ml,,,Bld,Pt,Qn
Immuunuuringud,CA 19-,2009,kU/l,,,Bld,Pt,Qn
Hematoloogilised ja uriini uuringud,Amorfsed fosfaadid(Amorfsed fosfaadid),11059,,,,urine,,
Vere automaatuuring leukogrammita,Trombotsüüdid 10E9/l,B-CBC,10E9/l,PLT,NCnc,Bld,Pt,Qn
Punktaadi analüüs,PlrF-Prot pleuravedelikus,PlrF-Protpleuravedelikus,,,,Bld,Pt,Qn
VÄL,EO#,41259,x 10 9/L,Eo,Num,Bld,Pt,Qn
Biokeemia labor,S2-Ure,10489,mmol/l,Urea,SCnc,Bld,Pt,Qn
Hematoloogilised uuringud,Segmenttuumsed neutrofiilid,50,%,,,Bld,Pt,Qn
Uriini uuringud,Granulotsüüdid,1165,rakku / vaateväli,,,urine,,
Mikrobioloogilised uuringud,ampitsilliin(PERH antibiogramm mikrobioloogia),4740,,,,urine,,
Mikrobioloogilised uuringud,TMP+SMX(TMP+SMX),63704,,,,Bld,Pt,Qn
Uriini uuringud,Leukotsüüdid,119,rakku / vaateväli,Leukotsüüdid,NCnc,urine,,
Hematoloogilised uuringud,7 B-Baso#(Basofiilide arv),626,/nL,Baso,Num,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Gentamütsii,30150,,,,urine,,
Hematoloogilised uuringud,B-Neut#(Neutrofiilide arv),624,/nL,Neut,Num,Bld,Pt,Qn
Hematoloogia labori analüüsid,LYMPH%,218,%,Lymph,NCnc,Bld,Pt,Qn
Vereäige mikroskoopia,Metamüelotsüüdid veres %,B-Smear-m,%,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Kaspofungiin MI,30230,,,,urine,,
Hematoloogilised uuringud,B-Hc(Hematokrit),608,%,HCT,VFr,Bld,Pt,Qn
Mikrobioloogilised uuringud,EB Gentamütsiin,144320,,,,Bld,Pt,Qn
"Hemogramm viieosalise leukogrammiga, normoblastidega ja retikulotsüütidega",Hct,B-CBC-5DIFF-NRBC-RET,%,HCT,VFr,Bld,Pt,Qn
Kliinilise keemia uuringud,LTT(Glükoos seerumis),146221,mmol/l,,,Bld,Pt,Qn
Kliinilise keemia uuringud,eGFR (MDRD,958,"ml/min/1,73 m2",,,Bld,Pt,Qn
Happe-alus tasakaal,pH(st)c,70383,,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Chlamydophila pneumoniae vastane IgM seerumis,ChlamydophilapneumoniaevastaneIgMseerumis,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Wdt-Aer(Aeroobide uuring haavaeritisest (tampooniga)),562,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Tseftriaksoon MIK,30108,,,,Bld,Pt,Qn
Hematoloogia labori analüüsid,MC,204,fL,,,Bld,Pt,Qn
Happe-alus tasakaal,Lac,70954,mmol/l,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Alveolaarsed makrofaagi,43197,,,,urine,,
Hemogramm kolmeosalise leukogrammiga,MCV,B-CBC-3Diff,fl,MCV,EntVol,Bld,Pt,Qn
Immuunuuringud,Cladospor herbaru(Cladospor herbarum),11203,IU/ml,,,Bld,Pt,Qn
Uriini sademe mikroskoopia,Makrofaagid (ur. sademes),U-Sed-m,-,,,urine,,
Seroloogilised uuringud,Bordetella pertussis Ig(Bordetella pertussis´e vastane IgG),71512,,,,Bld,Pt,Qn
Uriini uuringud,Lümfotsüüdi,3527,/vv,,,urine,,
Lümfotsüütide alaklassid veres,T-lümfotsüütide (CD3) suhtarv,B-Lymph,%,Lymph,NCnc,Bld,Pt,Qn
Hematoloogilised uuringud,7 B-MCH(Keskmine hemoglobiini kogus erütrotsüüdis),611,pg,MCH,EntMass,Bld,Pt,Qn
Hematoloogilised uuringud,ESR(Erütrotsüütide settekiirusPantshenkovi järgi),7599,mm/h,ESR,Vel,Bld,Pt,Qn
Hematoloogilised uuringud,Segmenttuumsed neutrofiili,50,%,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Ampitsilliin,144209,,,,urine,,
Hemogramm viieosalise leukogrammiga,B-MCHC,B-CBC-Diff,g/L,MCHC,MCnc,Bld,Pt,Qn
Uriini uuringud,p,2119,pH,,LsCnc,urine,,
Vereäige mikroskoopia,Hüpokromaasia,B1-Smear-m,-,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),KPC,43915,,,,urine,,
Mikrobioloogilised uuringud,"Pss-Anaer(Anaeroobse mikrofloora külv (mädast, süstlaga))",1791,,,,urine,,
Immuunuuringud,Vitamiin B12,40454,pmol/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Norfloksatsiin,144524,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Mikroobi kogus,145237,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tseftasidiim(Tseftasidiim),65100,,,,urine,,
Biokeemia labor,Glükoos 2. kordu,10573,mmol/l,Gluc,SCnc,urine,,
spetsiifiline IgE allergeenide segu suhtes,"ip8 (dermatophagoides pternossinus, kassiepiteel, koerakõõm, põldtimut, kultiv",S2-ip8_IgE,kU/L,,,Bld,Pt,Qn
Uriini uuringud,Nitritid,4867,,,,urine,,
"Hemogramm, (mikroskoopia)",Metamüelotsüüte,B-Hemo-m_,-,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Nitrofurantoiin(Nitrofurantoiin),61174,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Oksatsilliin MIK,30277,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Imipeneem(Imipeneem),59738,,,,Bld,Pt,Qn
Biokeemia analüüs,fS-CTx (I tüüpi prokokoll beeta-isomer. C-term telopept,fS-CTx(Itüüpiprokokollbeeta-isomer.C-termtelopept,,,,fSP,Pt,Qn
Uriini analüüs,U-RBC Erütrotsüüdid,U-RBCErütrotsüüdid,,,,urine,,
Kliiniline vere ja glükohemoglobiini analüüs,MPV,,,MPV,EntVol,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tetratsükliin MI,144377,,,,urine,,
Immuunuuringud,Alternaria alternat(Alternaria alternata),11205,IU/ml,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Prog / Progesteroon,Prog/Progesteroon,,,,Bld,Pt,Qn
Uriini analüüs 10-parameetrilise testribaga,Leukotsüüdid uriinis,U-Strip,rakku/µl,Leukotsüüdid,NCnc,urine,,
Kliiniline vere ja glükohemoglobiini analüüs,Segmenttuumsed neutrofiilid,Segmenttuumsedneutrofiilid,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Josamüts.,907,,,,urine,,
VÄL,Transferrii,41162,g/l,,,Bld,Pt,Qn
Vere automaatuuring 5-osalise leukogrammiga,RDW Erütrotsüütide anisotsütoosi näitaja,B1-A5Diff,%,RDW,Ratio,Bld,Pt,Qn
Uriini uuringud,Leukotsüüdi,2130,,Leukotsüüdid,NCnc,urine,,
Mikrobioloogilised uuringud,F-Salm(Salmonella uuring väljaheitest),563,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Ns-Ae(Aeroobide uuring ninaneelulimast),10216,,,,urine,,
Biokeemia analüüs,Albumiini suhe liikvoris ja seerumis,Albumiinisuheliikvorisjaseerumis,,,,urine,,
Mikrobioloogilised uuringud,F-Noro-A(Noroviiruse (Norwalk) antigeen immuunmeetodil),2086,,,,urine,,
Uriini uuringud,Lima,1163,,,,urine,,
Mikrobioloogilised uuringud,Pristinamütsiin(Pristinamütsiin),62974,,,,urine,,
Kliiniline vereanalüüs,LYM% (lümfotsüütide suhtarv),LYM%(lümfotsüütidesuhtarv),%,Lymph,NCnc,Bld,Pt,Qn
Uriini analüüs 10-parameetriline,Urobilinogeen,U-Strip,-,Urobilinogeen UBG,SCnc,urine,,
Mikrobioloogilised uuringud,Penitsillii,549,,,,urine,,
Uriini sademe mikroskoopia,Hüaliinsilindrid,,,,,urine,,
"Hemogramm viieosalise leukogrammiga, normoblastidega ja retikulotsüütidega",RDW,B-CBC-5DIFF-NRBC-RET,%,RDW,Ratio,Bld,Pt,Qn
LTKH allhanked,Yersinia enterocolitica 03(6. Yersinia enterocolitica 03),1628,,,,Bld,Pt,Qn
Uriini uuringud,1 U-UBG,10,µmol/l,,,urine,,
Kliiniline vere ja glükohemoglobiini analüüs,RBC,RBC,,RBC,NCnc,Bld,Pt,Qn
Vereäige mikroskoopia,Sferotsütoos,B-Smear-m,-,,,Bld,Pt,Qn
LTKH allhanked,S-Ehrlichia IgM(Ehrlichia vastane IgM),70393,,,,urine,,
Uriini sademe mikroskoopia,Granulaarsed silindrid,U-Sed-m,-,,,urine,,
VÄL,Östradiool,41431,pmol/l,,,Bld,Pt,Qn
Punktaadi analüüs,Monotsüüdid,Monotsüüdid,,Mono,unknown,Bld,Pt,Qn
Vere automaatuuring 5-osalise leukogrammiga,NEUT% Neutrofiilide suhtarv,B-CBC+Diff,%,Neut,NCnc,Bld,Pt,Qn
Immuunmeetoditel uuringud,f13 / sp IgE maapähkli suhtes,f13/spIgEmaapähklisuhtes,,,,Bld,Pt,Qn
Kliiniline vereanalüüs,Erütrotsüütide hüpokromaasia,Erütrotsüütidehüpokromaasia,,,,Bld,Pt,Qn
LTKH allhanked,"Meningiidi kompleks 1(Herpes simplex 1, 2, Varicelle zoster, Herpesviirus 6, CMV, Epstein-Barr)",146098,,,,urine,,
Happe-alus tasakaal,Patsiendi temperatuur,71683,,,,Bld,Pt,Qn
Hematoloogilised uuringud,Cabot' ringid,1892,,,,Bld,Pt,Qn
Uriini uuringud,U-Le,5,rakku/µl,,,urine,,
Mikrobioloogilised uuringud,Meropeneem,144335,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Mikroobi kogu,145760,,,,urine,,
uriini sademe mikroskoopia,uraadid,U-Sed-m,-,,,urine,,
Mikrobioloogilised uuringud,Nimetus(S. pneumoniae),67939,,,,Bld,Pt,Qn
Hematoloogilised uuringud,B-GR-ar(Garnulotsüütide arv),23,10 l,,,Bld,Pt,Qn
Hematoloogilised uuringud,B-Mono-arv,1295,x 10 9/L,Mono,unknown,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Tobramütsiin,30083,,,,urine,,
Hemogramm,Hemoglobiin veres g/l,B-CBC,g/l,HGB,MCnc,Bld,Pt,Qn
Hematoloogilised uuringud,Lümfotsüütide,513,%,,,Bld,Pt,Qn
Väljast tellitud analüüsid,Adenoviirus aglutinatiooniga,Adenoviirusaglutinatiooniga,,,,Bld,Pt,Qn
Laboratoorne hematoloogia,PLT,130,x 10 9/L,PLT,NCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tsefuroksiim (parenteraalne)(Tsefuroksiim (parenteraalne)),65296,,,,urine,,
Hematoloogilised uuringud,B-HFLC(High fluorescence lymphocytes),146172,%,,,Bld,Pt,Qn
Uriini uuringud,Lameepiteel,1828,,,,urine,,
Hematoloogilised uuringud,B-GR-(Granulotsüütide protsent),26,%,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Piperatsilliin+tasobaktaam MI,30217,,,,urine,,
Mikrobioloogilised uuringud,Mikonasool,11931,,,,urine,,
Mikrobioloogilised uuringud,TMP-SMX,144361,,,,urine,,
Kliiniline vereanalüüs,IPF-ebaküpsed trombotsüüdid,IPF-ebaküpsedtrombotsüüdid,,,,Bld,Pt,Qn
Vereäige mikroskoopiline uuring,Erütrotsüütide poikilotsütoos,B-Hemo-m,-,,,Bld,Pt,Qn
Kliiniline vereanalüüs,HCT,HCT,,HCT,VFr,Bld,Pt,Qn
Hüübimise uuringud,D-Dimeer (P-DD,56,µg/ml,,,Bld,Pt,Qn
Hematoloogilised uuringud,#LYMP(Lümfotsüüdid absoluutarv),680,10 U/l,Lymph,Num,Bld,Pt,Qn
Hematoloogia labori analüüsid,MC,205,pg,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,U-MhU(M.hominis´e ja U.urealyticum´i külv (keskjoauriinist)),2010,,,,urine,,
Hematoloogia labori analüüsid,NEUT,217,%,Neut,NCnc,Bld,Pt,Qn
Uriini sademe mikroskoopia,muutunud,U-sedim-suprav,.,,,urine,,
Mikrobioloogilised uuringud,Moksifloksatsiin,144306,,,,urine,,
Mikrobioloogilised uuringud,Apitsilliin + sulbak,552,,,,Bld,Pt,Qn
VÄL,Koe transglutaminaasi IgA,41408,,,,Bld,Pt,Qn
Kliiniline labor (haigla),leukotsüüdi,10146,,,,Bld,Pt,Qn
Uriini sademe mikroskoopia,fosfaadid,U-Sedim,-,,,urine,,
Mikrobioloogilised uuringud,Erütromütsiin(Erütromütsiin),58711,,,,urine,,
Mikrobioloogilised uuringud,anaeroobsed bakterid(anaeroobsed bakterid),3263,,,,urine,,
Uriini uuringud,2 U-Pro,7,g/l,,,urine,,
Uriini uuringud,Ülemineku epitee,2127,,,,urine,,
Mikrobioloogilised uuringud,Oktsatsilliin,550,,,,Bld,Pt,Qn
Kliiniline vereanalüüs,ESR Erütrotsüütide settekiirus,ESRErütrotsüütidesettekiirus,,ESR,Vel,Bld,Pt,Qn
Vere automaatuuring 3-osalise leukogrammiga,NEUT% (W-LCR),B-A3Diff,%,Neut,NCnc,Bld,Pt,Qn
Sperma uuringud,Alfa-glükosidaas seminaalplasma,1784,mU/ml,,,Bld,Pt,Qn
Hematoloogilised uuringud,Metamüelotsüüdid,1144,%,,,Bld,Pt,Qn
Uriini analüüs 10-parameetrilise testribaga,Erütrotsüüdid,U-Strip,Er/uL,Erütrotsüüdid,NCnc,urine,,
Mikrobioloogilised uuringud,Penitsilliin MIK,147157,,,,urine,,
Biokeemia,Albumiin,89,g/l,Alb,MCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,Mikroobi kogus,145395,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Ertapeneem,30125,,,,Bld,Pt,Qn
Biokeemia analüüs,S-Carba (karbamasepiin),S-Carba(karbamasepiin),,,,urine,,
Automaat uuring 3 osalise leukogrammiga,HCT,B1-A3Diff,%,HCT,VFr,Bld,Pt,Qn
Mikrobioloogilised uuringud,Mikroobi kogus,145413,,,,urine,,
Mikrobioloogilised uuringud,Penitsilliin(Penitsilliin),62243,,,,Bld,Pt,Qn
Biokeemia analüüs,S-b2-gl Beeta-2 globuliinid,S-b2-glBeeta-2globuliinid,,,,urine,,
Vere automaatuuring 5-osalise leukogrammiga,MCV,B1-Vereanalüüs-Sysmex,fL,MCV,EntVol,Bld,Pt,Qn
Mikrobioloogilised uuringud,Amoksitsilliin-klavulaanhape,144318,,,,urine,,
Mikrobioloogia labor (haigla),Oksatsilliin MIK,30275,,,,Bld,Pt,Qn
Hematoloogia labori analüüsid,Protrom.aktiivsus (teraap.piir 15-25),228,%,,,Bld,Pt,Qn
Autoimmuundiagnostika,Ro-52,71601,,,,urine,,
Mikrobioloogilised uuringud,Pristinamütsiin(Pristinamütsiin),62983,,,,urine,,
Väljast tellitud analüüsid,Adenoviirus DNA,AdenoviirusDNA,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Nimetus(Enterococcus),67602,,,,urine,,
Mikrobioloogilised uuringud,,71186,,,,urine,,
Mikrobioloogilised uuringud,Pärmiseeni ei kasva,694,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,B-Aer(Aeroobide uuring verest),554,,,,urine,,
Mikrobioloogilised uuringud,Ampitsilliin(Ampitsilliin),57716,,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Baktereemia/fungeemia RT-PCR meetodil,,,,,Bld,Pt,Qn
