id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la;sentence_analysis_data;peasona;verb;label
878;Train/aja_luup200106_osa_1_ud211.conllu;Nad ei ole mõelnud sellele , et kõrvalepandud raha võib end ka ise kasvatada .;19;76;sellele , et kõrvalepandud raha võib end ka ise kasvatada;bound;Nad ei ole mõelnud .;100.0;100.0;100.0;('sellele', 4, 4, 'mõelnud', 4);sellele;mõelnud;0
881;Train/aja_ee200110_osa_10_ud211.conllu;"Me näeme ikoone , kes on ühesugused , sõltumata vanusest ja pildistamise ajast ; ja me näeme täielikke tundmatuid , kas või noort Peeter Volkonskit .";48;78;vanusest ja pildistamise ajast;bound;"Me näeme ikoone , kes on ühesugused , sõltumata ; ja me näeme täielikke tundmatuid , kas või noort Peeter Volkonskit .";72.7;72.7;86.4;('vanusest', 9, 9, 'sõltumata', 9);vanusest;sõltumata;0
882;Train/arborest_ud211.conllu;Aknatagusest vaatepildist õhkus isegi läbi klaasi külma .;0;25;Aknatagusest vaatepildist;bound;õhkus isegi läbi klaasi külma .;83.3;100.0;83.3;('Aknatagusest', 0, 2, 'õhkus', 3);Aknatagusest;õhkus;0
885;Train/aja_luup200106_osa_3_ud211.conllu;Lähema 3-4 aasta jooksul saame näha pildi korrastumist .;0;24;Lähema 3-4 aasta jooksul;bound;saame näha pildi korrastumist .;100.0;100.0;100.0;('Lähema', 0, 3, 'näha', 6);Lähema;näha;0
886;Train/aja_luup200202_osa_1_ud211.conllu;Ilmoja soovitab lugeda läinud aasta 29. juuli Dagens Nyheteris avaldatud sotsiaalameti raportit .;23;62;läinud aasta 29. juuli Dagens Nyheteris;bound;Ilmoja soovitab lugeda avaldatud sotsiaalameti raportit .;85.7;85.7;100.0;('läinud', 3, 5, 'lugeda', 3);läinud;lugeda;0
895;Train/aja_horisont2000_osa_2_ud211.conllu;Ainuüksi autoklaavid , mida kasutatakse vivaariumitarvete ja loomade toidu steriliseerimiseks , maksavad näiteks üle miljoni krooni igaüks .;132;138;igaüks;bound;Ainuüksi autoklaavid , mida kasutatakse vivaariumitarvete ja loomade toidu steriliseerimiseks , maksavad näiteks üle miljoni krooni .;94.1;94.1;100.0;('igaüks', 16, 12, 'maksavad', 12);igaüks;maksavad;0
899;Train/aja_luup200202_osa_2_ud211.conllu;Teiseks , inimese sõltumatuse mõõt on see , kui paljudest inimestest ta sõltub .;42;68;, kui paljudest inimestest;bound;Teiseks , inimese sõltumatuse mõõt on see ta sõltub .;30.0;30.0;60.0;(',', 7, 10, 'sõltub', 13);,;sõltub;0
901;Train/aja_ml200247_osa_2_ud211.conllu;"Kolledž on tudengitele kodu ja noorte motivatsioon on väga kõrge , sest et kui Oxfordi ülikooli diplom taskus , siis on maailm lahti . """;11;22;tudengitele;bound;"Kolledž on kodu ja noorte motivatsioon on väga kõrge , sest et kui Oxfordi ülikooli diplom taskus , siis on maailm lahti . """;66.7;66.7;87.5;('tudengitele', 2, 4, 'on', 2);tudengitele;on;0
902;Train/aja_luup200106_osa_2_ud211.conllu;Sellest piisab , nüüd tuleb liberaalselt mudelit edasi arendada .;0;7;Sellest;bound;piisab , nüüd tuleb liberaalselt mudelit edasi arendada .;100.0;100.0;100.0;('Sellest', 0, 2, 'piisab', 2);Sellest;piisab;0
909;Train/ilu_kivirahk_ud211.conllu;Mina ei kavatse anda armu nõdrale lihale , mis meelitab mind siin pehmel murul laisklema ja patuseid rõõme nautima , vaid annan talle piitsa ja asun taas teele .;128;133;talle;bound;Mina ei kavatse anda armu nõdrale lihale , mis meelitab mind siin pehmel murul laisklema ja patuseid rõõme nautima , vaid annan piitsa ja asun taas teele .;89.3;89.3;100.0;('talle', 22, 22, 'annan', 22);talle;annan;0
914;Train/aja_pm19980926e_ud211.conllu;Teisiti ei ole see ka Jansu ja tema tantsustuudioga .;19;51;ka Jansu ja tema tantsustuudioga;bound;Teisiti ei ole see .;100.0;100.0;100.0;('Jansu', 5, 1, 'ei', 2);Jansu;ei;0
916;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Max Siurala õpilaste initsiatiivil korraldatakse igal aastal Siurala-nimeline sümpoosion - Circus Siurala , mis oli oodatud teadusüritus tema kolleegidele Soomes .;49;60;igal aastal;bound;Max Siurala õpilaste initsiatiivil korraldatakse Siurala-nimeline sümpoosion - Circus Siurala , mis oli oodatud teadusüritus tema kolleegidele Soomes .;94.7;100.0;94.7;('aastal', 6, 5, 'korraldatakse', 5);aastal;korraldatakse;0
921;Train/arborest_ud211.conllu;Sohvi tatsas toa poole .;13;22;toa poole;bound;Sohvi tatsas .;100.0;100.0;100.0;('toa', 2, 2, 'tatsas', 2);toa;tatsas;0
923;Train/aja_luup200106_osa_2_ud211.conllu;Seitsmekümnendatel andis selle mulle Jaan Isotamm .;31;36;mulle;bound;Seitsmekümnendatel andis selle Jaan Isotamm .;100.0;100.0;100.0;('mulle', 3, 2, 'andis', 2);mulle;andis;0
924;Train/tea_geofyysika.conllu;Kriidi ajastu ( 144-66.4 Ma tagasi , kestus 77,6 Ma ) Maa raadiuseks on hinnatud koguni 4800 km , mis on praegusest väärtusest ( 6371 km ) tublisti väiksem .;88;155;4800 km , mis on praegusest väärtusest ( 6371 km ) tublisti väiksem;bound;Kriidi ajastu ( 144-66.4 Ma tagasi , kestus 77,6 Ma ) Maa raadiuseks on hinnatud koguni .;5.9;17.6;23.5;('4800', 16, 18, 'hinnatud', 15);4800;hinnatud;0
926;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Kuid mosaiikse vormi puhul nagu meie patsiendil esineb X-monosoomiaga rakuliini kõrval ka normaalne kahe X-kromosoomiga rakuliin .;5;26;mosaiikse vormi puhul;bound;Kuid nagu meie patsiendil esineb X-monosoomiaga rakuliini kõrval ka normaalne kahe X-kromosoomiga rakuliin .;85.7;92.9;92.9;('mosaiikse', 1, 3, 'esineb', 8);mosaiikse;esineb;0
933;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Haigetele , kellel pole võimalik viibida pikemal ravikuuril , võib siiski julgelt soovitada ka kuuepäevast ravi .;12;18;kellel;bound;Haigetele , pole võimalik viibida pikemal ravikuuril , võib siiski julgelt soovitada ka kuuepäevast ravi .;87.5;87.5;93.8;('kellel', 2, 5, 'soovitada', 13);kellel;soovitada;0
934;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Haigetele , kellel pole võimalik viibida pikemal ravikuuril , võib siiski julgelt soovitada ka kuuepäevast ravi .;41;59;pikemal ravikuuril;bound;Haigetele , kellel pole võimalik viibida , võib siiski julgelt soovitada ka kuuepäevast ravi .;86.7;86.7;100.0;('ravikuuril', 7, 6, 'viibida', 6);ravikuuril;viibida;0
936;Train/arborest_ud211.conllu;Peeter tõstis kohvri võrgust pingile .;29;36;pingile;bound;Peeter tõstis kohvri võrgust .;100.0;100.0;100.0;('pingile', 4, 2, 'tõstis', 2);pingile;tõstis;0
942;Train/tea_geofyysika.conllu;Kui asjad jõuavad seisu , et miks ja kuidas üks või teine protsess toimub , siis tekivad raskused .;18;23;seisu;bound;Kui asjad jõuavad , et miks ja kuidas üks või teine protsess toimub , siis tekivad raskused .;94.4;94.4;100.0;('seisu', 3, 3, 'jõuavad', 3);seisu;jõuavad;0
945;Train/aja_luup200106_osa_2_ud211.conllu;Need käivad meile üle jõu .;18;25;üle jõu;bound;Need käivad meile .;100.0;100.0;100.0;('jõu', 4, 2, 'käivad', 2);jõu;käivad;0
946;Train/aja_ml200247_osa_5_ud211.conllu;Saadakse kokku , tsiklite ja automobiilide osad kaasas , vahetatakse ja müüakse - et iga vajalik vidin satuks just tolle kätte , kes seda otsib .;110;143;just tolle kätte , kes seda otsib;bound;Saadakse kokku , tsiklite ja automobiilide osad kaasas , vahetatakse ja müüakse - et iga vajalik vidin satuks .;89.5;100.0;89.5;('tolle', 19, 18, 'satuks', 18);tolle;satuks;0
947;Train/ilu_kanep_ud211.conllu;Ja mõtlen , et kui käed raudu panevad , on neil juba 2 : 0 edumaa .;24;29;raudu;bound;Ja mõtlen , et kui käed panevad , on neil juba 2 : 0 edumaa .;81.2;93.8;87.5;('raudu', 6, 8, 'panevad', 8);raudu;panevad;0
954;Train/tea_AA_05_6_ud211.conllu;Joonisel 2 on näidatud USB välkmäludraivi ühendus hostseadmega , antud juhul on selleks personaalarvuti , ja välkmäludraivi sisemised komponendid - UF32 mikrokontrollertuum ( mikrokontroller ) ning välkmälulülitus .;0;10;Joonisel 2;bound;on näidatud USB välkmäludraivi ühendus hostseadmega , antud juhul on selleks personaalarvuti , ja välkmäludraivi sisemised komponendid - UF32 mikrokontrollertuum ( mikrokontroller ) ning välkmälulülitus .;92.3;92.3;100.0;('2', 1, 1, 'näidatud', 4);2;näidatud;0
955;Train/tea_AA_05_6_ud211.conllu;Joonisel 2 on näidatud USB välkmäludraivi ühendus hostseadmega , antud juhul on selleks personaalarvuti , ja välkmäludraivi sisemised komponendid - UF32 mikrokontrollertuum ( mikrokontroller ) ning välkmälulülitus .;65;76;antud juhul;bound;Joonisel 2 on näidatud USB välkmäludraivi ühendus hostseadmega , on selleks personaalarvuti , ja välkmäludraivi sisemised komponendid - UF32 mikrokontrollertuum ( mikrokontroller ) ning välkmälulülitus .;88.5;88.5;92.3;('antud', 9, 11, 'näidatud', 4);antud;näidatud;0
959;Train/aja_luup200106_osa_1_ud211.conllu;Samas tuleks hakkajamatel haarata väljakujunenud ( väär ) mentaliteetide muutmiseks rohkem kinni hoiustamisele alternatiivsetest investeerimisvõimalustest .;97;154;hoiustamisele alternatiivsetest investeerimisvõimalustest;bound;Samas tuleks hakkajamatel haarata väljakujunenud ( väär ) mentaliteetide muutmiseks rohkem kinni .;84.6;84.6;92.3;('investeerimisvõimalustest', 14, 4, 'haarata', 4);investeerimisvõimalustest;haarata;0
971;Dev/aja_epl20070812_ud211.conllu;Kais ja Vesik teenisid 7-nda kohaga 360 EM-punkti ning 3000 Euro suuruse auhinnaraha .;55;64;3000 Euro;bound;Kais ja Vesik teenisid 7-nda kohaga 360 EM-punkti ning suuruse auhinnaraha .;100.0;100.0;100.0;('3000', 9, 11, 'teenisid', 4);3000;teenisid;0
974;Train/aja_horisont2000_osa_2_ud211.conllu;Tänu spartalikule distsipliinile ja tugevale ühtekuuluvustundele suutsid sikhid luua tugeva sõjaväe , mis oli paremaid Aasias .;119;125;Aasias;bound;Tänu spartalikule distsipliinile ja tugevale ühtekuuluvustundele suutsid sikhid luua tugeva sõjaväe , mis oli paremaid .;100.0;100.0;100.0;('Aasias', 15, 15, 'luua', 9);Aasias;luua;0
977;Train/aja_ee199920_osa_1_ud211.conllu;Eesti Ekspress läheb Islandile uurima Evald Miksonist mahajäänud pabereid , mis on arvatavasti tema mälestused .;38;53;Evald Miksonist;bound;Eesti Ekspress läheb Islandile uurima mahajäänud pabereid , mis on arvatavasti tema mälestused .;100.0;100.0;100.0;('Miksonist', 6, 6, 'uurima', 5);Miksonist;uurima;0
980;Train/tea_toohoive.conllu;USA on ära hoidnud töökohtade kaotamise , hüvitades kõrge produktiivsuse kasvu , mis ulatus 40 %-ni perioodil 1982-1993. a. kõrge tootmise ( nõudluse ) kasvuga , mis ulatus 37 %-ni .;92;99;40 %-ni;bound;USA on ära hoidnud töökohtade kaotamise , hüvitades kõrge produktiivsuse kasvu , mis ulatus perioodil 1982-1993. a. kõrge tootmise ( nõudluse ) kasvuga , mis ulatus 37 %-ni .;48.3;55.2;62.1;('40', 14, 16, 'ulatus', 14);40;ulatus;0
983;Train/tea_toohoive.conllu;USA on ära hoidnud töökohtade kaotamise , hüvitades kõrge produktiivsuse kasvu , mis ulatus 40 %-ni perioodil 1982-1993. a. kõrge tootmise ( nõudluse ) kasvuga , mis ulatus 37 %-ni .;173;180;37 %-ni;bound;USA on ära hoidnud töökohtade kaotamise , hüvitades kõrge produktiivsuse kasvu , mis ulatus 40 %-ni perioodil 1982-1993. a. kõrge tootmise ( nõudluse ) kasvuga , mis ulatus .;44.8;44.8;51.7;('%-ni', 29, 28, 'ulatus', 28);%-ni;ulatus;0
990;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;RHK-10 defineerib VDd dementsusena , mille korral osa kognitiivsetest funktsioonidest on märkimisväärselt kahjustunud , kusjuures teised funktsioonid on suhteliselt hästi säilinud .;22;179;dementsusena , mille korral osa kognitiivsetest funktsioonidest on märkimisväärselt kahjustunud , kusjuures teised funktsioonid on suhteliselt hästi säilinud;bound;RHK-10 defineerib VDd .;100.0;100.0;100.0;('dementsusena', 3, 2, 'defineerib', 2);dementsusena;defineerib;0
992;Train/aja_luup200202_osa_1_ud211.conllu;Enam kui saja osalejaga aktsioonides annavad tooni õpilased ja üliõpilased .;0;36;Enam kui saja osalejaga aktsioonides;bound;annavad tooni õpilased ja üliõpilased .;83.3;83.3;83.3;('kui', 1, 4, 'annavad', 6);kui;annavad;0
996;Train/aja_sloleht20071217_ud211.conllu;Enamik eestlasi mekib vana aasta õhtul jõuludest järele jäänud verivorste just teleri ees .;39;48;jõuludest;bound;Enamik eestlasi mekib vana aasta õhtul järele jäänud verivorste just teleri ees .;76.9;84.6;92.3;('jõuludest', 6, 9, 'mekib', 3);jõuludest;mekib;0
997;Train/aja_sloleht20071217_ud211.conllu;Enamik eestlasi mekib vana aasta õhtul jõuludest järele jäänud verivorste just teleri ees .;79;89;teleri ees;bound;Enamik eestlasi mekib vana aasta õhtul jõuludest järele jäänud verivorste just .;91.7;100.0;91.7;('teleri', 11, 3, 'mekib', 3);teleri;mekib;0
1007;Train/aja_sloleht20071217_ud211.conllu;Alusta mõneminutilise soojendusega - sobivad kiirema rütmiga käimine või kerge sörkjooks .;7;34;mõneminutilise soojendusega;bound;Alusta - sobivad kiirema rütmiga käimine või kerge sörkjooks .;100.0;100.0;100.0;('soojendusega', 2, 1, 'Alusta', 1);soojendusega;Alusta;0
1009;Dev/ilu_ruben_ud211.conllu;Mul oli võimalus näha end peeglist , millest end harilikult vaatab tüdruk , kui ta käed kas kellegi meeldimiseks või lihtsalt hea enesetunde jaoks kavalalt juukseid seavad .;37;44;millest;bound;Mul oli võimalus näha end peeglist , end harilikult vaatab tüdruk , kui ta käed kas kellegi meeldimiseks või lihtsalt hea enesetunde jaoks kavalalt juukseid seavad .;96.3;96.3;96.3;('millest', 7, 11, 'vaatab', 11);millest;vaatab;0
1014;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Kokkuvõte , kuidas eri gruppide ravimite toime VD diagnoosiga patsientidel on ravimuuringute alusel tõestatud .;78;99;ravimuuringute alusel;bound;Kokkuvõte , kuidas eri gruppide ravimite toime VD diagnoosiga patsientidel on tõestatud .;92.3;100.0;92.3;('ravimuuringute', 11, 13, 'tõestatud', 14);ravimuuringute;tõestatud;0
1017;Train/ilu_valton_ud211.conllu;Polnud teada , kellest siin üldse elulooma saab , ning kukk ei mõtelnud veel , et peagi saabub aeg , mil ühest sellisest pallist kasvab noor ja tugev kukk , kellega tal tuleb võimu pärast võidelda .;157;164;kellega;bound;Polnud teada , kellest siin üldse elulooma saab , ning kukk ei mõtelnud veel , et peagi saabub aeg , mil ühest sellisest pallist kasvab noor ja tugev kukk , tal tuleb võimu pärast võidelda .;80.6;83.3;86.1;('kellega', 30, 33, 'tuleb', 33);kellega;tuleb;0
1021;Train/tea_toohoive.conllu;Töö teostajad tänavad eksperte Andres Saarniitu , Teet Rajasalu , Urmas Varblast , Tairi Rõõmu , Marit Rõõmu , Tiia Püssi , kes aitasid meid eelkõige hüpoteeside ja uurimisküsimuste täpsustamisel ning uurimistulemuste hindamisel ja Eesti Statistikaameti töötajaid Ülle Pettaid tööjõu statistika sektorist ja Ene Saareoja ettevõtluse aastastatistika sektorist abi eest statistiliste andmete kättesaadavaks tegemisel .;359;367;abi eest;bound;Töö teostajad tänavad eksperte Andres Saarniitu , Teet Rajasalu , Urmas Varblast , Tairi Rõõmu , Marit Rõõmu , Tiia Püssi , kes aitasid meid eelkõige hüpoteeside ja uurimisküsimuste täpsustamisel ning uurimistulemuste hindamisel ja Eesti Statistikaameti töötajaid Ülle Pettaid tööjõu statistika sektorist ja Ene Saareoja ettevõtluse aastastatistika sektorist statistiliste andmete kättesaadavaks tegemisel .;79.2;79.2;90.6;('abi', 48, 3, 'tänavad', 3);abi;tänavad;0
1023;Train/aja_ml200247_osa_1_ud211.conllu;See on töö , mida tehakse fanatismiga ja milleks ei saa sundida .;26;37;fanatismiga;bound;See on töö , mida tehakse ja milleks ei saa sundida .;100.0;100.0;100.0;('fanatismiga', 6, 6, 'tehakse', 6);fanatismiga;tehakse;0
1032;Dev/aja_luup200009_ud211.conllu;Häda on selles , et jõuluahv - Sulawesi tuttmakaak - kuulub maailma haruldasimate liikide hulka .;60;95;maailma haruldasimate liikide hulka;bound;Häda on selles , et jõuluahv - Sulawesi tuttmakaak - kuulub .;100.0;100.0;100.0;('liikide', 13, 11, 'kuulub', 11);liikide;kuulub;0
1036;Train/aja_sloleht20071217_ud211.conllu;Just siis , kui selja taga aasta üks õnnetumaid mänge , kui üle poole meeskonnast kimpus müstilise kõhuviiruse või traumadega , suutsid BC Kalev/Cramo korvpallurid välja võluda hooaja parima võidu Balti liigas .;197;209;Balti liigas;bound;Just siis , kui selja taga aasta üks õnnetumaid mänge , kui üle poole meeskonnast kimpus müstilise kõhuviiruse või traumadega , suutsid BC Kalev/Cramo korvpallurid välja võluda hooaja parima võidu .;71.0;77.4;71.0;('liigas', 31, 27, 'võluda', 27);liigas;võluda;0
1038;Train/aja_luup200202_osa_3_ud211.conllu;Sõltuvalt reformide tulemustest võis võitjate hulka arvata ka need uusettevõtjad , kel õnnestus oma firmaga turule tulla ja seal püsima jääda .;37;51;võitjate hulka;bound;Sõltuvalt reformide tulemustest võis arvata ka need uusettevõtjad , kel õnnestus oma firmaga turule tulla ja seal püsima jääda .;95.0;95.0;100.0;('hulka', 5, 5, 'arvata', 7);hulka;arvata;0
1039;Train/aja_luup200202_osa_3_ud211.conllu;Sõltuvalt reformide tulemustest võis võitjate hulka arvata ka need uusettevõtjad , kel õnnestus oma firmaga turule tulla ja seal püsima jääda .;83;86;kel;bound;Sõltuvalt reformide tulemustest võis võitjate hulka arvata ka need uusettevõtjad , õnnestus oma firmaga turule tulla ja seal püsima jääda .;90.5;90.5;95.2;('kel', 11, 13, 'õnnestus', 13);kel;õnnestus;0
1041;Train/aja_luup200202_osa_3_ud211.conllu;Sõltuvalt reformide tulemustest võis võitjate hulka arvata ka need uusettevõtjad , kel õnnestus oma firmaga turule tulla ja seal püsima jääda .;108;114;turule;bound;Sõltuvalt reformide tulemustest võis võitjate hulka arvata ka need uusettevõtjad , kel õnnestus oma firmaga tulla ja seal püsima jääda .;95.2;95.2;100.0;('turule', 15, 17, 'tulla', 17);turule;tulla;0
1042;Train/aja_ee200110_osa_7_ud211.conllu;1930ndail MUUTUSID naised jälle täidlasemateks .;0;9;1930ndail;bound;MUUTUSID naised jälle täidlasemateks .;100.0;100.0;100.0;('1930ndail', 0, 2, 'MUUTUSID', 2);1930ndail;MUUTUSID;0
1043;Train/aja_horisont2000_osa_4_ud211.conllu;Paljude muude ebainimlike põhjuste seas oli üheks NKVD-poolne süstemaatiline tšetšeenide mürgitamine !;0;39;Paljude muude ebainimlike põhjuste seas;bound;oli üheks NKVD-poolne süstemaatiline tšetšeenide mürgitamine !;42.9;42.9;71.4;('Paljude', 0, 4, 'oli', 6);Paljude;oli;0
1052;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Seda ka kohe-kohe algavatel järjekordsetel palgaläbirääkimistel , kus just perearste arvestades on põhjust peale haiglate liidu osaleda ka Haigekassal .;136;150;ka Haigekassal;bound;Seda ka kohe-kohe algavatel järjekordsetel palgaläbirääkimistel , kus just perearste arvestades on põhjust peale haiglate liidu osaleda .;61.1;66.7;88.9;('Haigekassal', 18, 17, 'osaleda', 17);Haigekassal;osaleda;0
1055;Train/aja_sloleht20071217_ud211.conllu;Reformi- ja Keskerakond tahavad rikkuda õiguskantsler Allar Jõksi , president Ilvese ja kõikide teiste demokraatiast ning avatud ühiskonnast lugupidavate inimeste jõulurahu .;103;140;demokraatiast ning avatud ühiskonnast;bound;Reformi- ja Keskerakond tahavad rikkuda õiguskantsler Allar Jõksi , president Ilvese ja kõikide teiste lugupidavate inimeste jõulurahu .;100.0;100.0;100.0;('ühiskonnast', 17, 15, 'rikkuda', 5);ühiskonnast;rikkuda;0
1059;Train/aja_ee199920_osa_2_ud211.conllu;Kolmandat kuud tegeleb Ivo kinnisvaraäriga .;27;42;kinnisvaraäriga;bound;Kolmandat kuud tegeleb Ivo .;100.0;100.0;100.0;('kinnisvaraäriga', 4, 3, 'tegeleb', 3);kinnisvaraäriga;tegeleb;0
1061;Train/aja_ee200110_osa_3_ud211.conllu;""" Silmad pärani kinni "" pealkirjastas Jewitt oma artikli , kus ta tuletab meelde , et Maa orbiidiga küllaltki suure tõenäosusega kohtuval trajektooril ringleb umbes tuhat üle kilomeetrisuurust kaljukamakat .";86;99;Maa orbiidiga;bound;""" Silmad pärani kinni "" pealkirjastas Jewitt oma artikli , kus ta tuletab meelde , et küllaltki suure tõenäosusega kohtuval trajektooril ringleb umbes tuhat üle kilomeetrisuurust kaljukamakat .";89.3;92.9;92.9;('Maa', 16, 18, 'ringleb', 24);Maa;ringleb;0
