analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count
Hematoloogilised uuringud,,B1-Plas,RDW%,,1
Hematoloogilised uuringud,,65080,PLCR,,3
Histoloogia,,S-b2GP1_IgM,Lokatsioon,,1
Hematoloogilised uuringud,,44073,PLCR,,1
Histoloogia,,43548,Lokatsioon,,1
Histoloogia,,146332,Lokatsioon,,1
Hematoloogilised uuringud,,IA-2vastasedIgGtüüpiantikehad,RDW%,,1
Hematoloogilised uuringud,,10172,RDW%,,1688
Histoloogia,,2336,Lokatsioon,,28
Histoloogia,,S-aw6,Lokatsioon,,46
Histoloogia,,144334,Diagnoos 1,,3
Hematoloogilised uuringud,,fS-Vit.B12,PLCR,,6
Histoloogia,,76,Arhiivi number,,1141
Hematoloogilised uuringud,,898,RDW%,,5
Hematoloogilised uuringud,,S-aCtrA,PLCR,,13
Histoloogia,,2152,Lokatsioon,,6
Histoloogia,,66029,Arhiivi number,,1
Histoloogia,,B-HBV_DNA-Q,Arhiivi number,,1
Hematoloogilised uuringud,,"S,P-Myogl",PLCR,,38
Histoloogia,,10166,Kirjeldus,,1742
Histoloogia,,2458,Kirjeldus,,2
Histoloogia,,2693,Arhiivi number,,3
Histoloogia,,208,Arhiivi number,,64
Histoloogia,,CytomegalovirusDNA,Kirjeldus,,6
Histoloogia,,411,Arhiivi number,,86
Histoloogia,,S2-M_pneumoniae_IgM,Diagnoos 1,,8
Hematoloogilised uuringud,,Parainfluenza3RNA,PLCR,,17
Hematoloogilised uuringud,,S-ECP,RDW%,,5
Hematoloogilised uuringud,,41464,PLCR,,2
Histoloogia,,C-BorM/BorreliaburgdorferivastaneIgMliikvoris/skriin,Diagnoos 1,,7
Histoloogia,,71922,Kirjeldus,,5
Histoloogia,,S-afp5,Lokatsioon,,27
Hematoloogilised uuringud,,g7/spIgEpilliroosuhtes,RDW%,,3
Histoloogia,,Chlamydia_trachomatis_LGV,Lokatsioon,,1
Hematoloogilised uuringud,,S2-IgE-F9,RDW%,,1
Hematoloogilised uuringud,,PneumocystitisJirovecitsüstid,RDW%,,1
Histoloogia,,f41spIgElõhesuhtes,Lokatsioon,,9
Histoloogia,,43162,Diagnoos 1,,10
Histoloogia,,147,Arhiivi number,,15
Histoloogia,,Mycp-pneum_IgA,Kirjeldus,,3
Histoloogia,,fx3/spIgEtoiduallpaneeli,Diagnoos 1,,40
Hematoloogilised uuringud,,CSF-Plasmarakud,PLCR,,4
Histoloogia,,"PuudII(saar,paju,pappel)",Arhiivi number,,2
Hematoloogilised uuringud,,BalF-Aer,PLCR,,1
Hematoloogilised uuringud,,S1-sTrfR,RDW%,,8
Histoloogia,,HCV-RNAkvant.,Arhiivi number,,1
Histoloogia,,F_Hb,Kirjeldus,,2
Histoloogia,,147133,Arhiivi number,,3
Hematoloogilised uuringud,,S-f5_IgE,RDW%,,10
Hematoloogilised uuringud,,144648,RDW%,,3
Hematoloogilised uuringud,,Basofiilid,RDW%,,309
Hematoloogilised uuringud,,Helicobacterpyloriantigeenroojas,RDW%,,5
Histoloogia,,B1-A3Diff,Kirjeldus,,31855
Histoloogia,,144343,Lokatsioon,,3
Histoloogia,,3511,Lokatsioon,,2
Histoloogia,,10020,Arhiivi number,,1
Hematoloogilised uuringud,,12045,RDW%,,1
Histoloogia,,5551,Kirjeldus,,13
Histoloogia,,S-B_burgdorferi_IgM_conf,Lokatsioon,,65
Histoloogia,,S-RF,Lokatsioon,,672
Histoloogia,,2483,Diagnoos 1,,19
Histoloogia,,43647,Kirjeldus,,1
Histoloogia,,4263,Kirjeldus,,1
Hematoloogilised uuringud,,1477,PLCR,,3
Hematoloogilised uuringud,,Sk-EPT,PLCR,,8
Hematoloogilised uuringud,,1360,RDW%,,1
Hematoloogilised uuringud,,1766,RDW%,,1
Histoloogia,,10329,Kirjeldus,,24
Histoloogia,,70356,Lokatsioon,,153
Hematoloogilised uuringud,,Monotsüüdid,RDW%,,697
Hematoloogilised uuringud,,147160,RDW%,,1
Histoloogia,,CIPTsiprofloksatsiin,Arhiivi number,,262
Histoloogia,,10990,Kirjeldus,,39
Histoloogia,,30091,Lokatsioon,,1
Histoloogia,,87,Kirjeldus,,492
Histoloogia,,Va-Uu/Up-PCR,Arhiivi number,,2
Histoloogia,,SynF-DiffAliigesevedelikutsütoosiuuringanalüsaatoril,Arhiivi number,,1
Hematoloogilised uuringud,,1412,PLCR,,14
Histoloogia,,713,Lokatsioon,,147
Histoloogia,,40163,Arhiivi number,,6
Histoloogia,,NTpro-BNP,Kirjeldus,,120
Histoloogia,,8580,Arhiivi number,,2
Histoloogia,,3605,Diagnoos 1,,14
Histoloogia,,71568,Diagnoos 1,,11
Hematoloogilised uuringud,,66708_Campylobacter_IgG,PLCR,,3
Histoloogia,,1565,Kirjeldus,,45
Histoloogia,,2222,Kirjeldus,,3
Histoloogia,,6236,Kirjeldus,,1
Histoloogia,,4322,Arhiivi number,,4
Histoloogia,,113,Diagnoos 1,,200
Histoloogia,,S-HBsAgc,Lokatsioon,,1
Histoloogia,,Kiiranalüüshaigustekitajamarkerimääramiseksimmuunkromato,Kirjeldus,,1
Histoloogia,,10032,Arhiivi number,,39
Hematoloogilised uuringud,,4250,PLCR,,4
Histoloogia,,dU-MgMagneesiumööpäevasesuriinis,Lokatsioon,,1
Hematoloogilised uuringud,,VaricellaZosterViirus(PCR),PLCR,,7
Histoloogia,,40161,Arhiivi number,,17
Histoloogia,,144199,Lokatsioon,,5
Histoloogia,,15,Diagnoos 1,,1918
Histoloogia,,44652,Arhiivi number,,11
Histoloogia,,Taimerakudseeditud,Lokatsioon,,2
Histoloogia,,"S,P-Transf",Lokatsioon,,3
Hematoloogilised uuringud,,69647,RDW%,,5
Hematoloogilised uuringud,,"A-gripiviirused,RNA",PLCR,,8
Hematoloogilised uuringud,,4358,PLCR,,6
Histoloogia,,S-aCMVG,Kirjeldus,,7
Histoloogia,,S2-B_burgdorferi_IgM_conf,Arhiivi number,,1
Histoloogia,,5624,Arhiivi number,,5
Histoloogia,,2995,Diagnoos 1,,4
Histoloogia,,P-Bil,Lokatsioon,,96
Histoloogia,,3367,Kirjeldus,,1
Hematoloogilised uuringud,,U-Prot-FrUriinivalkudeelektroforees,PLCR,,5
Hematoloogilised uuringud,,S-aHSVM,PLCR,,2
Hematoloogilised uuringud,,679,RDW%,,266
Hematoloogilised uuringud,,59365,PLCR,,3
Histoloogia,,62050,Arhiivi number,,2
Histoloogia,,65492,Arhiivi number,,3
Histoloogia,,Pf-Tbc,Kirjeldus,,1
Histoloogia,,"kaaliumkromaat(Kaliumchromat)0,5%",Kirjeldus,,2
Hematoloogilised uuringud,,SmAbSmvastaneIgGseerumis,RDW%,,26
Histoloogia,,f3/spIgEtursasuhtes,Arhiivi number,,9
Histoloogia,,NeisseriagonorrhoeaeDNAureetrakaapest,Diagnoos 1,,2
Histoloogia,,1242,Diagnoos 1,,29
Histoloogia,,145560,Kirjeldus,,2
Hematoloogilised uuringud,,Sp-Röga_üldanalüüs+BK,RDW%,,1
Histoloogia,,58703,Arhiivi number,,1
Hematoloogilised uuringud,,11054,PLCR,,35
Histoloogia,,S-ACLA_IgG,Lokatsioon,,1
Histoloogia,,70379,Arhiivi number,,152
Histoloogia,,71054,Lokatsioon,,1
Hematoloogilised uuringud,,10161,PLCR,,3
Histoloogia,,65455,Kirjeldus,,7
Histoloogia,,S-t16_IgE,Kirjeldus,,44
Hematoloogilised uuringud,,27,PLCR,,535
Hematoloogilised uuringud,,CSF-B_burgdorferi_IgM,PLCR,,9
Hematoloogilised uuringud,,10510,PLCR,,273
Histoloogia,,S-_HBsAg,Arhiivi number,,1
Histoloogia,,144396,Kirjeldus,,2
Hematoloogilised uuringud,,RhinoviirusA,RDW%,,6
Histoloogia,,S-ENA_IgG,Kirjeldus,,1
Hematoloogilised uuringud,,MCHC(keskm.Hbkontsentratsioonerütr.-s),RDW%,,1271
Histoloogia,,U-CreaKreatiniinuriinis,Lokatsioon,,411
Histoloogia,,62260,Kirjeldus,,1
Histoloogia,,S-ACLAIgM/KardiolipiinivastaneIgMseerumis,Arhiivi number,,63
Hematoloogilised uuringud,,"Harvaesinevadjakinnitavaduuringud,erakorralisedanalüüsi",RDW%,,3
Histoloogia,,835,Lokatsioon,,3
Histoloogia,,66707__S-cTnT,Kirjeldus,,220
Histoloogia,,1358,Arhiivi number,,141
Histoloogia,,LegionellaIgM(ser.1-7),Diagnoos 1,,1
Hematoloogilised uuringud,,71625,PLCR,,1
Histoloogia,,f17spIgEsarapuupähklisuhtes,Diagnoos 1,,14
Hematoloogilised uuringud,,3468,RDW%,,2
Histoloogia,,2461,Arhiivi number,,2
Histoloogia,,B-ABOd+Rh(D),Lokatsioon,,100
Histoloogia,,144539,Kirjeldus,,11
Histoloogia,,S-d2_IgE,Kirjeldus,,3
Histoloogia,,144207,Kirjeldus,,2
Histoloogia,,4279,Arhiivi number,,1
Histoloogia,,koobaltkloriid(Kobaltchlorid)x6H2O1%,Diagnoos 1,,2
Histoloogia,,4203,Lokatsioon,,51
Histoloogia,,57716,Lokatsioon,,7
Histoloogia,,11925,Diagnoos 1,,1
Histoloogia,,S-C.pn_IgM,Arhiivi number,,19
Histoloogia,,S;CSF--Borellia_antikehad,Arhiivi number,,18
Hematoloogilised uuringud,,S1_-_Digox,PLCR,,1
Histoloogia,,3591,Arhiivi number,,1
Histoloogia,,3857,Arhiivi number,,18
Histoloogia,,5864,Diagnoos 1,,1
Hematoloogilised uuringud,,4345,RDW%,,1
Histoloogia,,1466,Kirjeldus,,31
Histoloogia,,4333,Arhiivi number,,1
Histoloogia,,2740,Diagnoos 1,,2
Hematoloogilised uuringud,,Ul-HSV2-PCR,RDW%,,2
Histoloogia,,11265,Kirjeldus,,55
Histoloogia,,144214,Kirjeldus,,2
Histoloogia,,S-SMA_IgG_titr,Lokatsioon,,4
Histoloogia,,4881,Lokatsioon,,7
Histoloogia,,1199,Kirjeldus,,13
Histoloogia,,72245,Arhiivi number,,2
Histoloogia,,Va-MhUu,Kirjeldus,,1
Histoloogia,,10486,Arhiivi number,,9
Hematoloogilised uuringud,,1543,RDW%,,30
Histoloogia,,S-Coxsackie_B_1-6_virus_IgG,Arhiivi number,,1
Histoloogia,,1270,Kirjeldus,,3
Histoloogia,,144272,Diagnoos 1,,10
Hematoloogilised uuringud,,10306,PLCR,,237
Histoloogia,,Sy-Aer,Diagnoos 1,,1
Hematoloogilised uuringud,,3963,RDW%,,9
Histoloogia,,762,Arhiivi number,,1036
Histoloogia,,4292,Diagnoos 1,,3
Hematoloogilised uuringud,,144314,RDW%,,105
Hematoloogilised uuringud,,B-EBV_DNA_QN,PLCR,,1
Histoloogia,,Uuringmükobakteritele,Lokatsioon,,1
Histoloogia,,2167,Kirjeldus,,155
Histoloogia,,S-Ent_IgG,Diagnoos 1,,1
Histoloogia,,B-CBC-5Diff,Diagnoos 1,,147674
Histoloogia,,71616,Kirjeldus,,38
Hematoloogilised uuringud,,69656,RDW%,,82
Hematoloogilised uuringud,,11046,PLCR,,65
Histoloogia,,72177,Diagnoos 1,,1
Histoloogia,,S-Inhal-IgE-(20),Arhiivi number,,20
Histoloogia,,CdifficiletoxBDNA,Diagnoos 1,,1
Histoloogia,,_Liikvori_(seljaajuvedeliku)makr,Arhiivi number,,10
Histoloogia,,1182,Kirjeldus,,1
Hematoloogilised uuringud,,1125,PLCR,,1495
Hematoloogilised uuringud,,41247,RDW%,,3
Histoloogia,,Co-Aer,Arhiivi number,,2
Histoloogia,,S-IgE-D1,Kirjeldus,,8
Hematoloogilised uuringud,,S-E2_,PLCR,,5
Histoloogia,,S-GAD-65_IgG,Lokatsioon,,5
Histoloogia,,568,Diagnoos 1,,284
Histoloogia,,S-IgG-LIgGlambda,Diagnoos 1,,1
Histoloogia,,5708,Arhiivi number,,56
Hematoloogilised uuringud,,Helicobacterpyloriantigeenroojas,PLCR,,5
Histoloogia,,680,Diagnoos 1,,472
Hematoloogilised uuringud,,Erütrotsüütidepoikilotsütoos,PLCR,,201
Histoloogia,,S2-IgE-FP1,Lokatsioon,,11
Histoloogia,,1589,Kirjeldus,,2
Histoloogia,,30312,Arhiivi number,,4
Histoloogia,,1301,Arhiivi number,,24
Histoloogia,,3619,Kirjeldus,,7
Hematoloogilised uuringud,,144697,RDW%,,14
Histoloogia,,1390,Lokatsioon,,42
Histoloogia,,10570,Lokatsioon,,282
Histoloogia,,3791,Lokatsioon,,1
Histoloogia,,59634,Arhiivi number,,3
Histoloogia,,2687,Lokatsioon,,2
Histoloogia,,Vag-Gva-PCR,Arhiivi number,,1
Histoloogia,,dU-gam-glGammaglobuliiniduriinis,Lokatsioon,,6
Hematoloogilised uuringud,,CA15-3kasvajamarker,PLCR,,473
Histoloogia,,57720,Lokatsioon,,1
Hematoloogilised uuringud,,1243,PLCR,,29
Histoloogia,,10541,Kirjeldus,,197
Hematoloogilised uuringud,,B-ABO+Rh(D),RDW%,,2163
Histoloogia,,62047,Lokatsioon,,1
Histoloogia,,11033,Kirjeldus,,1
Histoloogia,,147136,Arhiivi number,,5
Histoloogia,,147319,Kirjeldus,,1
Histoloogia,,3970,Diagnoos 1,,6
Histoloogia,,CA15-3,Arhiivi number,,4
Histoloogia,,212,Lokatsioon,,64
Histoloogia,,U-TCAtritsükloantidepressandiduriinis,Lokatsioon,,11
Hematoloogilised uuringud,,S-aTG,RDW%,,11
Histoloogia,,66707,Arhiivi number,,51
Histoloogia,,30116,Lokatsioon,,10
Histoloogia,,319,Kirjeldus,,2
Histoloogia,,1547,Arhiivi number,,30
Hematoloogilised uuringud,,S-CA-19-9,PLCR,,18
Histoloogia,,58178,Lokatsioon,,1
Hematoloogilised uuringud,,B-Gluc,PLCR,,2267
Histoloogia,,40001,Lokatsioon,,1
Histoloogia,,566,Kirjeldus,,92
Hematoloogilised uuringud,,62536,PLCR,,2
Histoloogia,,DNA,Arhiivi number,,2
Hematoloogilised uuringud,,Um-C_trachomatis_DNA,PLCR,,7
Histoloogia,,1397,Diagnoos 1,,16
Histoloogia,,900,Diagnoos 1,,5
Histoloogia,,Cx-Str,Arhiivi number,,1
Histoloogia,,10334,Lokatsioon,,541
Histoloogia,,30154,Arhiivi number,,1
Histoloogia,,5707,Arhiivi number,,56
Histoloogia,,126,Lokatsioon,,328
Histoloogia,,P1-ATIII,Diagnoos 1,,12
Histoloogia,,hüdroksümetüülpentüültsüklohekseenkarboksaldehüüd/Lyral5%,Diagnoos 1,,2
Histoloogia,,S-PCA_IgG,Lokatsioon,,6
Histoloogia,,10080,Kirjeldus,,2
Histoloogia,,10180,Arhiivi number,,1701
Histoloogia,,30229,Diagnoos 1,,1
Histoloogia,,S-C_trachomatis_IgM,Arhiivi number,,1
Histoloogia,,"p,cANCA/neutrofiiltsütoplak",Diagnoos 1,,7
Histoloogia,,Ul-HSV2-PCR,Lokatsioon,,2
Histoloogia,,U-MeOHmetanooluriinis,Lokatsioon,,1
Hematoloogilised uuringud,,Parasiitidemikroskoopiaroojast(formaliineeter),RDW%,,8
Histoloogia,,"Hemogramm5-osaliseleukogrammiga-CBC,DIFF(5)",Lokatsioon,,978
Hematoloogilised uuringud,,ADP-Trombots.agregatsioonadenosiindifosfaaditoimel,RDW%,,20
Histoloogia,,CSF/S-B_burgdorferi_IgG,Diagnoos 1,,5
Histoloogia,,1350,Arhiivi number,,1
Histoloogia,,CSF-Prot_,Kirjeldus,,1
Hematoloogilised uuringud,,TrichinellaspiralisIgG,RDW%,,1
Hematoloogilised uuringud,,fvU-M_hominis_U_urealyticum,PLCR,,33
Hematoloogilised uuringud,,10156,PLCR,,1
Hematoloogilised uuringud,,dU-CaKaltsiumööpäevasesuriinis,RDW%,,1
Hematoloogilised uuringud,,3897,RDW%,,22
Hematoloogilised uuringud,,11191,PLCR,,3
Hematoloogilised uuringud,,5702,RDW%,,56
Histoloogia,,70401,Arhiivi number,,30
Histoloogia,,1455,Lokatsioon,,2
Histoloogia,,30207,Lokatsioon,,2
Hematoloogilised uuringud,,969,PLCR,,1
Histoloogia,,547,Arhiivi number,,496
Hematoloogilised uuringud,,kloorkresool1%,PLCR,,1
Histoloogia,,3340,Kirjeldus,,2
Histoloogia,,Mütseelidsile-nahalt,Diagnoos 1,,2
Hematoloogilised uuringud,,RET‰,RDW%,,493
Hematoloogilised uuringud,,F-Par,PLCR,,20
Histoloogia,,Sk-HSV1-PCR,Lokatsioon,,1
Hematoloogilised uuringud,,Bx-CDrakupinnamarkeriteimmunofenotüpeeriminekoelisestmat,PLCR,,2
Hematoloogilised uuringud,,Leukotsüüdidtestribaga,RDW%,,18
Histoloogia,,561,Arhiivi number,,285
Hematoloogilised uuringud,,Chlamydia_trachomatis,PLCR,,88
Hematoloogilised uuringud,,Rakkudediferentsneutrofiilid,PLCR,,5
Histoloogia,,Pf-LDH,Arhiivi number,,13
Hematoloogilised uuringud,,71583,PLCR,,6
Histoloogia,,Eo-Aer,Diagnoos 1,,15
Histoloogia,,1898,Lokatsioon,,1
Histoloogia,,872,Lokatsioon,,18
Hematoloogilised uuringud,,70382,PLCR,,147
Histoloogia,,1355,Arhiivi number,,3
Histoloogia,,10569,Arhiivi number,,286
Hematoloogilised uuringud,,30213,RDW%,,4
Histoloogia,,Cm-Ngo-PCR,Lokatsioon,,87
Hematoloogilised uuringud,,1649,PLCR,,7
Histoloogia,,5695,Arhiivi number,,56
Histoloogia,,4290,Lokatsioon,,1
Hematoloogilised uuringud,,10036,RDW%,,4
Histoloogia,,S-Hantavirus_IgG,Lokatsioon,,6
Histoloogia,,St-Myc,Diagnoos 1,,3
Hematoloogilised uuringud,,1783,PLCR,,13
Histoloogia,,S2-B_pertussis_IgG,Arhiivi number,,5
Histoloogia,,TrichomonasvaginalisDNAemakakaelakanalikaapest,Kirjeldus,,90
Histoloogia,,71691,Arhiivi number,,6
Histoloogia,,1176,Kirjeldus,,78
Hematoloogilised uuringud,,Minimaalse_inhibeeriva_kon,RDW%,,17
Histoloogia,,Leukotsüüdid,Kirjeldus,,4
Hematoloogilised uuringud,,713,RDW%,,147
Histoloogia,,654,Arhiivi number,,16
Hematoloogilised uuringud,,S2-CKMBSTAT,PLCR,,26
Histoloogia,,4884,Kirjeldus,,7
Hematoloogilised uuringud,,58077,PLCR,,1
Hematoloogilised uuringud,,S-MPOAb/MüeloperoksüdaasivastaneIgGseerumis,PLCR,,9
Histoloogia,,Nm-A(H1N1),Arhiivi number,,12
Histoloogia,,70892,Diagnoos 1,,1
Histoloogia,,659,Arhiivi number,,3
Histoloogia,,71683,Diagnoos 1,,7
Histoloogia,,CSF-PMN,Arhiivi number,,62
Histoloogia,,690,Kirjeldus,,472
Histoloogia,,1554,Arhiivi number,,61
Histoloogia,,U-PorfPorfüriinid(uro-jakoproporfüriinid)uriinis,Arhiivi number,,3
Hematoloogilised uuringud,,30324,PLCR,,18
Hematoloogilised uuringud,,10120,PLCR,,1
Hematoloogilised uuringud,,ASAT,RDW%,,347
Hematoloogilised uuringud,,3542,PLCR,,2
Histoloogia,,4870,Kirjeldus,,3
Hematoloogilised uuringud,,CSF-aTBEG-IgG,PLCR,,1
Histoloogia,,vB-ionCa,Diagnoos 1,,5
Hematoloogilised uuringud,,P-GTT-e,RDW%,,9
Hematoloogilised uuringud,,S-tp1_IgE,RDW%,,37
Histoloogia,,72259,Arhiivi number,,21
Histoloogia,,44694,Lokatsioon,,2
Histoloogia,,64520,Kirjeldus,,2
Histoloogia,,HLAIIAkskriining,Lokatsioon,,1
Histoloogia,,Sp-Mycob,Diagnoos 1,,46
Histoloogia,,3615,Lokatsioon,,14
Histoloogia,,59504,Arhiivi number,,1
Histoloogia,,4592,Lokatsioon,,15
Hematoloogilised uuringud,,CSF-TBE_IgM,PLCR,,1
Hematoloogilised uuringud,,8310,RDW%,,5
Histoloogia,,RespiratorysyncytialvirusARNA,Arhiivi number,,17
Hematoloogilised uuringud,,7337,PLCR,,1
Hematoloogilised uuringud,,B-ABO-RhD_conf,RDW%,,119
Histoloogia,,Pst-Myc,Lokatsioon,,1
Hematoloogilised uuringud,,f416-rTria19;Omega-5Gliadin,RDW%,,1
Histoloogia,,1175,Kirjeldus,,35
Hematoloogilised uuringud,,1559,RDW%,,44
Histoloogia,,112,Arhiivi number,,1349
Hematoloogilised uuringud,,40491,PLCR,,1
Histoloogia,,1606,Lokatsioon,,11
Hematoloogilised uuringud,,1273,RDW%,,35
Histoloogia,,S-Salic(salitsülaadid),Arhiivi number,,4
Hematoloogilised uuringud,,3607,RDW%,,14
Hematoloogilised uuringud,,1546,RDW%,,30
Hematoloogilised uuringud,,45009,PLCR,,2
Histoloogia,,3346,Lokatsioon,,1
Histoloogia,,40421,Kirjeldus,,1
Histoloogia,,70383,Lokatsioon,,152
Hematoloogilised uuringud,,70354,RDW%,,153
Histoloogia,,7036,Diagnoos 1,,1
Hematoloogilised uuringud,,2061,PLCR,,2
Histoloogia,,S-RPRTrep.pal.mittespetsiifilisedantikehad,Lokatsioon,,7
Histoloogia,,dU-ALBAlbumiinööpäevasesuriinis,Arhiivi number,,6
Histoloogia,,5637,Kirjeldus,,5
Hematoloogilised uuringud,,P-TPO_IgG,RDW%,,1
Hematoloogilised uuringud,,1560,PLCR,,45
Histoloogia,,P4-hCG,Lokatsioon,,1
Histoloogia,,146195,Kirjeldus,,1
Histoloogia,,71581,Kirjeldus,,1
Histoloogia,,67498,Lokatsioon,,2
Histoloogia,,S-b2GPIG/Beeta-2-glükoproteiin1vastaneIgGseerumis,Arhiivi number,,63
Hematoloogilised uuringud,,S-NT-proBNP(B-tüüpinatriureetilisepropeptiidiN-fragment,RDW%,,693
Histoloogia,,F-EcoShiga1/2,Lokatsioon,,2
Histoloogia,,Bf-Tbc,Lokatsioon,,4
Histoloogia,,1846,Lokatsioon,,55
Histoloogia,,72259,Lokatsioon,,21
Histoloogia,,anti-PR-3/anti-proteinaas3,Lokatsioon,,1
Histoloogia,,S2-IgE-FP3,Lokatsioon,,10
Histoloogia,,145378,Diagnoos 1,,1
Hematoloogilised uuringud,,40385,PLCR,,1
Histoloogia,,B-HCV-PCR,Kirjeldus,,8
Histoloogia,,S-CMVIgM/TsütomegaloviirusevastaneIgMseerumis,Arhiivi number,,39
Hematoloogilised uuringud,,30277,PLCR,,1
Histoloogia,,Uuringueesmärk,Lokatsioon,,617
Histoloogia,,3880,Lokatsioon,,5
Histoloogia,,B-HLAB17,Lokatsioon,,2
Histoloogia,,3361,Kirjeldus,,1
Histoloogia,,S-TGAb/TüreoglobuliinivastaneIgGseerumis,Arhiivi number,,88
Hematoloogilised uuringud,,2825,PLCR,,4
Histoloogia,,843,Kirjeldus,,1
Histoloogia,,71550,Diagnoos 1,,3
Histoloogia,,LäkaköhaIgA,Kirjeldus,,3
Histoloogia,,784,Kirjeldus,,17
Histoloogia,,S2-f-kappa/lambda,Kirjeldus,,48
Hematoloogilised uuringud,,P1-APTT,RDW%,,52
Histoloogia,,sidrun,Diagnoos 1,,1
Hematoloogilised uuringud,,1749,PLCR,,2
Histoloogia,,60135,Lokatsioon,,2
Histoloogia,,PlrF-Makrofaagid,Lokatsioon,,4
Histoloogia,,1586,Kirjeldus,,534
Histoloogia,,4738,Lokatsioon,,8
Histoloogia,,HBeAG/B-hepatiidiviiruseümbriseantigeenseerumis,Lokatsioon,,39
Histoloogia,,11873,Kirjeldus,,2
Histoloogia,,1321,Arhiivi number,,1
Hematoloogilised uuringud,,S2-wp1_IgE,RDW%,,15
Hematoloogilised uuringud,,cB-GTT,PLCR,,6
Histoloogia,,11055,Arhiivi number,,40
Histoloogia,,F-Aden,Arhiivi number,,2
Histoloogia,,7580,Lokatsioon,,14
Histoloogia,,545,Lokatsioon,,504
Hematoloogilised uuringud,,3529,RDW%,,2
Histoloogia,,Beeta-1globuliinid,Diagnoos 1,,8
Histoloogia,,1584,Kirjeldus,,43
Histoloogia,,3267,Diagnoos 1,,1
Hematoloogilised uuringud,,S2-aFSH_IgA,PLCR,,1
Hematoloogilised uuringud,,45115,RDW%,,3
Hematoloogilised uuringud,,69588,RDW%,,35
Hematoloogilised uuringud,,3471,PLCR,,1
Histoloogia,,CytomegaloviirusCMVPCR,Lokatsioon,,3
Hematoloogilised uuringud,,58799,RDW%,,1
Hematoloogilised uuringud,,tsinkdietüülditiokarbamaat(Zinkdiethyldithiocarbamat)1%,RDW%,,2
Histoloogia,,B-A5Diff,Kirjeldus,,15850
Hematoloogilised uuringud,,1478,PLCR,,2
Histoloogia,,1641,Diagnoos 1,,6
Histoloogia,,62143,Lokatsioon,,2
Hematoloogilised uuringud,,10324,PLCR,,2
Hematoloogilised uuringud,,145508,RDW%,,1
Histoloogia,,4852,Lokatsioon,,1
Histoloogia,,St-C_difficile_Tox_A/B,Lokatsioon,,2
Hematoloogilised uuringud,,142,RDW%,,36
Hematoloogilised uuringud,,Beeta-1globuliinid,RDW%,,8
Hematoloogilised uuringud,,3511,PLCR,,2
Hematoloogilised uuringud,,41133,RDW%,,15
Histoloogia,,P4-NT-proBNP,Kirjeldus,,89
Histoloogia,,59396,Arhiivi number,,1
Hematoloogilised uuringud,,pO2(A)hapnikuosarõhkalveolaarsesõhus,PLCR,,168
Histoloogia,,(CI)metüülisotiasoloon((Chlor)Methylisothiazolon3:1)0,Kirjeldus,,1
Hematoloogilised uuringud,,330,PLCR,,2
Histoloogia,,S-E1_IgE,Kirjeldus,,53
Histoloogia,,1154,Diagnoos 1,,1
Histoloogia,,3887,Diagnoos 1,,13
Histoloogia,,67543,Lokatsioon,,1
Histoloogia,,11094,Kirjeldus,,599
Histoloogia,,ARAIgA/retikuliinivastak,Kirjeldus,,1
Histoloogia,,70877,Lokatsioon,,145
Hematoloogilised uuringud,,CMV,RDW%,,5
Hematoloogilised uuringud,,lambaliha,RDW%,,2
Hematoloogilised uuringud,,S-CA-15-3,PLCR,,3
Histoloogia,,30221,Arhiivi number,,5
Histoloogia,,2417,Lokatsioon,,1
Hematoloogilised uuringud,,7351,RDW%,,1
Histoloogia,,Shunt,Kirjeldus,,381
Histoloogia,,S-p1_IgE,Arhiivi number,,39
Histoloogia,,_Liikvori_(seljaajuvedeliku)makr,Diagnoos 1,,10
Histoloogia,,U-Trifos.krTrifosfaadikristallid,Arhiivi number,,2
Histoloogia,,loomaliha,Diagnoos 1,,3
Histoloogia,,"Adenoviirus,ag",Arhiivi number,,3
Histoloogia,,1913,Kirjeldus,,17
Histoloogia,,S2_flexneri_1-5_Ab_t,Diagnoos 1,,1
Histoloogia,,P-LTT-30min,Kirjeldus,,8
Histoloogia,,4735,Arhiivi number,,2
Histoloogia,,S-C.pn_IgA,Kirjeldus,,18
Histoloogia,,LegionellaIgG(ser.1-7),Lokatsioon,,1
Histoloogia,,69549,Lokatsioon,,74
Histoloogia,,4297,Kirjeldus,,4
Histoloogia,,Cm-Mh-PCR,Arhiivi number,,70
Histoloogia,,4603,Kirjeldus,,8
Hematoloogilised uuringud,,"S,P-cTNT",RDW%,,11
Histoloogia,,2328,Kirjeldus,,28
Histoloogia,,S1-aNCA,Lokatsioon,,1
Hematoloogilised uuringud,,10502,RDW%,,88
Hematoloogilised uuringud,,71886,PLCR,,1
Histoloogia,,66786,Kirjeldus,,4
Histoloogia,,"S,P-ASO",Arhiivi number,,16
Histoloogia,,10864,Arhiivi number,,8
Histoloogia,,TreponemapallidumvastasedIgMantikehadseerumis,Arhiivi number,,5
Histoloogia,,CK-MBm,Arhiivi number,,101
Histoloogia,,Mükobakteritesamastamine,Arhiivi number,,3
Histoloogia,,Cm-NgNa,Arhiivi number,,1
Hematoloogilised uuringud,,P-fibrinogeen,RDW%,,20
Histoloogia,,Glükoospunktaadis,Diagnoos 1,,4
Histoloogia,,f4/spIgEnisusuhtes,Arhiivi number,,19
